SMILES,Density_MD (kg/m3)
Cc1nnc(s1)c1cc2ccccc2c(c1)c1cccc2c1cccc2,1179.67
Cc1nnc(s1)c1ccc2c(c1)cc(cc2)c1cccc2c1cccc2,1193.65
Cc1nnc(s1)c1ccc2c(c1)cccc2c1cccc2c1cccc2,1183.71
Cc1nsnc1c1c2ccccc2ccc1c1cccc2c1cccc2,1176.77
Oc1c(cc(c2c1cccc2)c1cccs1)c1cccc2c1cccc2,1191.93
Oc1c(ccc2c1c(ccc2)c1cccc2c1cccc2)c1cccs1,1191.27
Oc1c(ccc2c1cc(cc2)c1cccs1)c1ccc2c(c1)cccc2,1213.03
Oc1c(ccc2c1cccc2)c1ccc2c(c1)cc(cc2)c1cscc1,1214.21
Oc1c(ccc2c1cccc2)c1cccc2c1cc(cc2)c1cccs1,1200.89
Oc1c2cc(ccc2ccc1c1cccc2c1cccc2)c1cccs1,1205.96
Oc1c2ccccc2cc(c1c1cscc1)c1cccc2c1cccc2,1183.75
Oc1cc(c2ccc3c(c2)cccc3)c2c(c1)c(ccc2)c1cscc1,1193.04
Oc1cc(c2cscc2)c2c(c1c1ccc3c(c1)cccc3)cccc2,1186.29
Oc1cc(cc2c1c(ccc2)c1cscc1)c1ccc2c(c1)cccc2,1208.41
Oc1cc(cc2c1cccc2)c1cccc2c1cc(cc2)c1cscc1,1200.46
Oc1cc(cc2c1cccc2)c1csc(c1)c1cccc2c1cccc2,1218
Oc1cc(cc2c1cccc2)c1cscc1c1cccc2c1cccc2,1186.4
Oc1cc2c(cc1c1cccs1)cccc2c1cccc2c1cccc2,1200.1
Oc1cc2ccc(cc2c(c1)c1ccc2c(c1)cccc2)c1cscc1,1202.21
Oc1cc2cccc(c2c(c1)c1cccs1)c1ccc2c(c1)cccc2,1192.97
Oc1cc2cccc(c2c(c1)c1cscc1)c1cccc2c1cccc2,1193.7
Oc1cc2cccc(c2cc1c1cccc2c1cccc2)c1ccsc1,1190.07
Oc1cc2ccccc2c(c1)c1ccc(s1)c1ccc2c(c1)cccc2,1214.03
Oc1cc2ccccc2c(c1)c1csc(c1)c1ccc2c(c1)cccc2,1207.28
Oc1ccc(c2c1ccc(c2)c1ccc2c(c1)cccc2)c1cccs1,1203.95
Oc1ccc(c2c1ccc(c2)c1ccc2c(c1)cccc2)c1cscc1,1201.51
Oc1ccc(c2c1ccc(c2)c1cccs1)c1ccc2c(c1)cccc2,1200.34
Oc1ccc(c2c1cccc2)c1ccc2c(c1)ccc(c2)c1cscc1,1215.69
Oc1ccc(s1)c1cc2ccccc2c(c1)c1cccc2c1cccc2,1199.09
Oc1ccc(s1)c1ccc2c(c1)c(ccc2)c1ccc2c(c1)cccc2,1201.86
Oc1ccc(s1)c1ccc2c(c1)c(ccc2)c1cccc2c1cccc2,1195.18
Oc1ccc2c(c1)c(cc(c2)c1ccc2c(c1)cccc2)c1cccs1,1203.59
Oc1ccc2c(c1)c(cc(c2)c1ccc2c(c1)cccc2)c1cscc1,1204.57
Oc1ccc2c(c1)c(ccc2)c1cccc2c1ccc(c2)c1cccs1,1200.78
Oc1ccc2c(c1)cc(cc2c1cscc1)c1ccc2c(c1)cccc2,1210.11
Oc1ccc2c(c1)ccc(c2)c1c(ccc2c1cccc2)c1cscc1,1188.68
Oc1ccc2c(c1)ccc(c2)c1ccc(s1)c1cccc2c1cccc2,1212.92
Oc1ccc2c(c1)ccc(c2)c1cccc2c1c(ccc2)c1cccs1,1194.75
Oc1ccc2c(c1)ccc(c2c1cccc2c1cccc2)c1cccs1,1186.59
Oc1ccc2c(c1)ccc(c2c1ccsc1)c1cccc2c1cccc2,1186.28
Oc1ccc2c(c1)cccc2c1c(ccc2c1cccc2)c1cscc1,1182.27
Oc1ccc2c(c1)cccc2c1cc(cc2c1cccc2)c1cccs1,1198.93
Oc1ccc2c(c1)cccc2c1cc(cc2c1cccc2)c1cscc1,1193.97
Oc1ccc2c(c1)cccc2c1ccc2c(c1)c(ccc2)c1cccs1,1194.78
Oc1ccc2c(c1)cccc2c1ccc2c(c1)ccc(c2)c1cccs1,1216.3
Oc1ccc2c(c1)cccc2c1ccc2c(c1)cccc2c1cccs1,1194.36
Oc1ccc2c(c1)cccc2c1ccc2c(c1)cccc2c1ccsc1,1197.93
Oc1ccc2c(c1)cccc2c1ccc2c(c1c1cccs1)cccc2,1180.26
Oc1ccc2c(c1)cccc2c1cccc2c1ccc(c2)c1cccs1,1212.02
Oc1ccc2c(c1c1cc3ccccc3cc1c1cscc1)cccc2,1183.31
Oc1ccc2c(c1c1ccc3c(c1)c(ccc3)c1ccsc1)cccc2,1181.25
Oc1ccc2c(c1c1ccc3c(c1)cccc3)cc(cc2)c1cccs1,1195.87
Oc1ccc2c(c1c1ccc3c(c1)cccc3)cccc2c1cccs1,1198.74
Oc1ccc2c(c1c1cccc3c1c(ccc3)c1ccsc1)cccc2,1196.01
Oc1ccc2c(c1c1cccs1)cc(cc2)c1ccc2c(c1)cccc2,1190.87
Oc1ccc2c(c1c1csc(c1)c1cccc3c1cccc3)cccc2,1194.22
Oc1ccc2c(c1c1cscc1)ccc(c2)c1ccc2c(c1)cccc2,1208.1
Oc1cccc2c1c(ccc2)c1ccc(s1)c1cccc2c1cccc2,1197.43
Oc1cccc2c1c(ccc2)c1cccc2c1ccc(c2)c1cccs1,1205.78
Oc1cccc2c1c(ccc2)c1sccc1c1ccc2c(c1)cccc2,1184.86
Oc1cccc2c1cc(cc2)c1cc2ccccc2cc1c1cscc1,1191.97
Oc1cccc2c1ccc(c2)c1ccc2c(c1)cccc2c1cccs1,1220.28
Oc1cccc2c1ccc(c2)c1ccc2c(c1c1ccsc1)cccc2,1190.54
Oc1cccc2c1ccc(c2c1ccsc1)c1ccc2c(c1)cccc2,1188.88
Oc1cccc2c1cccc2c1c(ccc2c1cccc2)c1cccs1,1187.72
Oc1ccsc1c1ccc2c(c1)c(ccc2)c1ccc2c(c1)cccc2,1199.98
Oc1ccsc1c1ccc2c(c1)cccc2c1cccc2c1cccc2,1193.47
Oc1ccsc1c1ccc2c(c1c1ccc3c(c1)cccc3)cccc2,1180.36
Oc1ccsc1c1cccc2c1c(ccc2)c1cccc2c1cccc2,1200.36
Oc1csc(c1)c1ccc(c2c1cccc2)c1ccc2c(c1)cccc2,1195.95
Oc1csc(c1)c1ccc2c(c1)ccc(c2)c1ccc2c(c1)cccc2,1236.59
Oc1csc(c1)c1cccc2c1cccc2c1cccc2c1cccc2,1183.86
Oc1cscc1c1ccc(c2c1cccc2)c1cccc2c1cccc2,1183.55
Oc1cscc1c1ccc2c(c1)cccc2c1ccc2c(c1)cccc2,1201.65
Oc1cscc1c1ccc2c(c1c1cccc3c1cccc3)cccc2,1177.96
Oc1scc(c1)c1cccc2c1cc(cc2)c1ccc2c(c1)cccc2,1201.74
Oc1scc(c1c1cccc2c1cccc2)c1ccc2c(c1)cccc2,1187.79
Oc1sccc1c1cc2ccccc2c(c1)c1ccc2c(c1)cccc2,1198.33
S1CC(SC(C1)c1ccco1)c1cnc(s1)c1cscn1,1381.55
S1CC(SC(C1)c1cccs1)c1ccsc1C1CCCC1,1229.2
S1CC(SC(C1)c1ccncc1)c1ccc(cn1)c1cnccn1,1250.71
S1CC(SC(C1)c1ccncc1)c1nccc(c1)c1cnccn1,1253.56
S1CC(SC(C1)c1cnccn1)c1nccnc1c1ccccc1,1239.23
S1CC(SC(C1)c1cncs1)c1occc1c1cscn1,1390.31
S1CC(SC(C1)c1cscc1)c1ccc(s1)C1CCCC1,1228.41
S1CC(SC(C1)c1cscc1)c1ccoc1c1nsnc1,1382.95
S1CC(SC(C1)c1cscc1)c1occ(c1)c1nsnc1,1389.64
S1CC(SC(C1)c1cscc1)c1scc(c1)C1CCCC1,1233.7
S1CC(SC(C1)c1cscc1c1cccs1)C1CCCC1,1226.38
S1CC(SC(C1)c1cscn1)c1occ(c1)c1cncs1,1386.81
S1CC(SC(C1)c1nccs1)c1scc(n1)c1ccco1,1375.15
S1CC(SC(C1)c1nccs1)c1scc(n1)c1cocc1,1381.38
S1CC(SC(C1)c1nncs1)c1csc(c1)c1cocc1,1382.07
S1CC(SC(C1)c1nncs1)c1sccc1c1cocc1,1395.19
S1CC(SC(C1)c1nsnc1)c1ccc(s1)c1cocc1,1393.47
S1CC(SC(C1)c1nsnc1)c1occc1c1cccs1,1395.9
SC1(CSCC(S1)c1cscc1)C1CSCCS1,1379.74
SC1SCCSC1C1(SCCSC1)c1cccs1,1383.38
Sc1c(cc2c(c1c1cocc1)cccc2)c1cccc2c1cccc2,1182.57
Sc1c(ccc2c1cc(cc2)c1ccco1)c1ccc2c(c1)cccc2,1203.55
Sc1c(ccc2c1ccc(c2)c1ccc2c(c1)cccc2)c1cocc1,1228.13
Sc1c(ccc2c1ccc(c2)c1cccc2c1cccc2)c1cocc1,1207.36
Sc1c(ccc2c1cccc2)c1ccc(o1)c1cccc2c1cccc2,1209.07
Sc1c(ccc2c1cccc2)c1cccc2c1c(ccc2)c1ccco1,1197.53
Sc1c(ccc2c1cccc2)c1coc(c1)c1cccc2c1cccc2,1210.08
Sc1c(ccc2c1cccc2c1ccco1)c1ccc2c(c1)cccc2,1199
Sc1c2c(cccc2c2ccoc2)ccc1c1cccc2c1cccc2,1189.89
Sc1c2cc(ccc2ccc1c1cccc2c1cccc2)c1cocc1,1200.22
Sc1c2ccccc2ccc1c1c(ccc2c1cccc2)c1ccco1,1181.82
Sc1cc(c2ccc3c(c2)cccc3)c2c(c1c1cocc1)cccc2,1190.2
Sc1cc(c2ccco2)c2c(c1c1cccc3c1cccc3)cccc2,1171.94
Sc1cc(c2cocc2)c2c(c1c1cccc3c1cccc3)cccc2,1185.42
Sc1cc(cc2c1cc(cc2)c1ccc2c(c1)cccc2)c1ccco1,1220.72
Sc1cc(cc2c1cccc2)c1ccc2c(c1)c(ccc2)c1ccoc1,1210.54
Sc1cc(cc2c1cccc2c1ccco1)c1cccc2c1cccc2,1197.11
Sc1cc2cc(ccc2cc1c1cocc1)c1ccc2c(c1)cccc2,1220.82
Sc1cc2ccc(cc2c(c1)c1cccc2c1cccc2)c1ccco1,1187.41
Sc1cc2ccc(cc2cc1c1cccc2c1cccc2)c1cocc1,1194.47
Sc1cc2ccccc2c(c1)c1ccc2c(c1)cc(cc2)c1cocc1,1206.94
Sc1cc2ccccc2c(c1)c1cccc2c1cccc2c1ccco1,1183.59
Sc1cc2ccccc2c(c1)c1coc(c1)c1ccc2c(c1)cccc2,1209.69
Sc1cc2ccccc2c(c1c1ccoc1)c1cccc2c1cccc2,1181.93
Sc1cc2ccccc2c(c1c1cocc1)c1ccc2c(c1)cccc2,1182.67
Sc1cc2ccccc2cc1c1cc2ccccc2cc1c1ccco1,1184.46
Sc1cc2ccccc2cc1c1ccc2c(c1)cc(cc2)c1ccco1,1203.04
Sc1cc2ccccc2cc1c1ccc2c(c1)ccc(c2)c1ccco1,1203.49
Sc1cc2ccccc2cc1c1cccc2c1cc(cc2)c1cocc1,1191.68
Sc1cc2ccccc2cc1c1cccc2c1ccc(c2)c1cocc1,1197.54
Sc1cc2ccccc2cc1c1ccoc1c1cccc2c1cccc2,1188.83
Sc1ccc(c2c1cc(cc2)c1ccc2c(c1)cccc2)c1cocc1,1211.74
Sc1ccc(c2c1cc(cc2)c1cccc2c1cccc2)c1ccoc1,1200.52
Sc1ccc(c2c1cccc2c1ccco1)c1ccc2c(c1)cccc2,1195.4
Sc1ccc(o1)c1ccc2c(c1)cc(cc2)c1cccc2c1cccc2,1206.44
Sc1ccc(s1)C1SCCSC1C1CSCCS1,1375.47
Sc1ccc2c(c1)c(c(cc2)c1cocc1)c1cccc2c1cccc2,1181.73
Sc1ccc2c(c1)c(c1ccc3c(c1)cccc3)c(cc2)c1ccoc1,1183.96
Sc1ccc2c(c1)c(ccc2)c1cccc2c1c(ccc2)c1ccco1,1180.79
Sc1ccc2c(c1)cc(cc2)c1ccc2c(c1c1cocc1)cccc2,1183.22
Sc1ccc2c(c1)cc(cc2)c1coc(c1)c1cccc2c1cccc2,1207.4
Sc1ccc2c(c1)cc(cc2)c1occc1c1cccc2c1cccc2,1187.72
Sc1ccc2c(c1)cccc2c1ccc2c(c1)cccc2c1ccco1,1203.55
Sc1ccc2c(c1c1cc3ccccc3c(c1)c1cocc1)cccc2,1187.83
Sc1ccc2c(c1c1ccc(c3c1cccc3)c1ccco1)cccc2,1180.61
Sc1ccc2c(c1c1ccc(c3c1cccc3)c1cocc1)cccc2,1181.02
Sc1ccc2c(c1c1ccc3c(c1)c(ccc3)c1ccoc1)cccc2,1192.95
Sc1ccc2c(c1c1ccc3c(c1)cccc3c1cocc1)cccc2,1191.57
Sc1ccc2c(c1c1ccco1)cccc2c1ccc2c(c1)cccc2,1190.52
Sc1ccc2c(c1c1occc1c1ccc3c(c1)cccc3)cccc2,1186.83
Sc1cccc2c1c(c(cc2)c1cocc1)c1cccc2c1cccc2,1187.75
Sc1cccc2c1c(cc(c2)c1cccc2c1cccc2)c1ccoc1,1200.57
Sc1cccc2c1c(cc(c2)c1ccco1)c1cccc2c1cccc2,1200.52
Sc1cccc2c1c(ccc2)c1cccc2c1cc(cc2)c1ccco1,1194.6
Sc1cccc2c1c(ccc2c1cccc2c1cccc2)c1ccco1,1193.18
Sc1cccc2c1c(ccc2c1ccco1)c1ccc2c(c1)cccc2,1200.26
Sc1cccc2c1c(ccc2c1ccoc1)c1cccc2c1cccc2,1196.77
Sc1cccc2c1cc(cc2)c1cccc2c1ccc(c2)c1ccco1,1210.16
Sc1cccc2c1cc(cc2c1ccc2c(c1)cccc2)c1ccco1,1209.83
Sc1cccc2c1ccc(c2)c1ccc2c(c1)c(ccc2)c1ccoc1,1215.65
Sc1cccc2c1ccc(c2)c1ccc2c(c1c1ccco1)cccc2,1192.42
Sc1cccc2c1ccc(c2c1cocc1)c1cccc2c1cccc2,1182.96
Sc1cccc2c1cccc2c1cc(cc2c1cccc2)c1ccoc1,1206.04
Sc1cccc2c1cccc2c1ccc2c(c1)cccc2c1cocc1,1202.96
Sc1cccc2c1cccc2c1cccc2c1cccc2c1ccco1,1189
Sc1cccc2c1cccc2c1occ(c1)c1ccc2c(c1)cccc2,1217.24
Sc1ccoc1c1cc2ccccc2c(c1)c1cccc2c1cccc2,1190.05
Sc1ccoc1c1cccc2c1c(ccc2)c1ccc2c(c1)cccc2,1189.79
Sc1coc(c1)c1cc(cc2c1cccc2)c1cccc2c1cccc2,1181.42
Sc1coc(c1)c1ccc(c2c1cccc2)c1ccc2c(c1)cccc2,1191.67
Sc1coc(c1)c1cccc2c1cc(cc2)c1ccc2c(c1)cccc2,1196.71
Sc1coc(c1c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2,1184.12
Sc1occc1c1c(ccc2c1cccc2)c1ccc2c(c1)cccc2,1179.31
Sc1occc1c1ccc2c(c1)ccc(c2)c1cccc2c1cccc2,1206.01
Sc1occc1c1cccc2c1c(ccc2)c1cccc2c1cccc2,1193.83
c1cc(c(c(c1)c1ccco1)c1cscc1)c1cccc2c1cccc2,1163.48
c1cc(c(o1)c1ccc2c(c1)cccc2)c1ccc(cc1)c1cccs1,1189.42
c1cc(c(o1)c1cccs1)C1CSC(CS1)c1nsnc1,1410.44
c1cc(c(o1)c1cscc1)C1CSC(CS1)c1nsnc1,1413.57
c1cc(c(s1)c1nncs1)C1CSC(CS1)c1cocc1,1398.34
c1cc(cc(c1)c1cccc2c1cccc2)c1coc(c1)c1cscc1,1183.92
c1cc(cc(c1)c1ccco1)c1csc(c1)c1cccc2c1cccc2,1202.41
c1cc(cc(c1)c1cscc1)c1ccc(o1)c1cccc2c1cccc2,1200.93
c1ccc(c(c1)c1coc(c1)c1ccc2c(c1)cccc2)c1cscc1,1191.06
c1ccc(c(c1)c1csc(c1)c1ccc2c(c1)cccc2)c1ccco1,1195.18
c1ccc(c(c1)c1scc(c1)c1ccco1)c1cccc2c1cccc2,1162.16
c1ccc(cc1)c1c(cc(c2c1cccc2)c1ccco1)c1cccs1,1175.04
c1ccc(cc1)c1c(cc(c2c1cccc2)c1cocc1)c1cccs1,1168.12
c1ccc(cc1)c1c(cc2c(c1c1ccsc1)cccc2)c1ccco1,1159.2
c1ccc(cc1)c1c(ccc2c1cc(cc2)c1cocc1)c1cccs1,1176.46
c1ccc(cc1)c1c(ccc2c1cccc2)c1ccc(s1)c1ccco1,1168.05
c1ccc(cc1)c1c(ccc2c1cccc2)c1cocc1c1ccsc1,1167.71
c1ccc(cc1)c1c(ccc2c1cccc2)c1occc1c1cccs1,1167.06
c1ccc(cc1)c1c(ccc2c1cccc2c1ccco1)c1cccs1,1170.79
c1ccc(cc1)c1c(coc1c1cccc2c1cccc2)c1ccsc1,1169.83
c1ccc(cc1)c1c(occ1c1ccsc1)c1ccc2c(c1)cccc2,1174.81
c1ccc(cc1)c1cc(c2cccs2)c(c2c1cccc2)c1ccco1,1166.85
c1ccc(cc1)c1cc(cc2c1c(ccc2)c1ccco1)c1ccsc1,1192.85
c1ccc(cc1)c1cc(cc2c1cccc2)c1ccc(o1)c1cccs1,1183.35
c1ccc(cc1)c1cc(cc2c1cccc2)c1sccc1c1ccco1,1174.57
c1ccc(cc1)c1cc2cc(ccc2c(c1)c1ccco1)c1cccs1,1205.62
c1ccc(cc1)c1cc2ccc(cc2cc1c1cscc1)c1cocc1,1181.83
c1ccc(cc1)c1cc2cccc(c2c(c1)c1ccco1)c1cccs1,1184.69
c1ccc(cc1)c1cc2cccc(c2c(c1)c1ccco1)c1cscc1,1186.34
c1ccc(cc1)c1cc2ccccc2c(c1)c1csc(c1)c1ccco1,1184.32
c1ccc(cc1)c1cc2ccccc2c(c1)c1cscc1c1ccco1,1181.99
c1ccc(cc1)c1cc2ccccc2c(c1)c1occ(c1)c1cscc1,1194.98
c1ccc(cc1)c1ccc(c2c1c(ccc2)c1cccs1)c1ccoc1,1183.16
c1ccc(cc1)c1ccc(c2c1cc(cc2)c1ccco1)c1cccs1,1180.4
c1ccc(cc1)c1ccc(c2c1ccc(c2)c1ccco1)c1ccsc1,1168.35
c1ccc(cc1)c1ccc(c2c1cccc2)c1ccsc1c1ccco1,1173.16
c1ccc(cc1)c1ccc(c2c1cccc2)c1cscc1c1cocc1,1173.5
c1ccc(cc1)c1ccc(c2c1cccc2)c1sccc1c1ccco1,1176.6
c1ccc(cc1)c1ccc(c2c1cccc2c1cccs1)c1ccoc1,1181.83
c1ccc(cc1)c1ccc(o1)c1ccc2c(c1c1cccs1)cccc2,1187.52
c1ccc(cc1)c1ccc(s1)c1c(ccc2c1cccc2)c1ccoc1,1191.9
c1ccc(cc1)c1ccc(s1)c1cc(cc2c1cccc2)c1ccco1,1202.25
c1ccc(cc1)c1ccc(s1)c1cc2ccccc2c(c1)c1ccco1,1209.53
c1ccc(cc1)c1ccc(s1)c1occc1c1cccc2c1cccc2,1181.22
c1ccc(cc1)c1ccc2c(c1)c(c1ccsc1)c(cc2)c1ccoc1,1182.11
c1ccc(cc1)c1ccc2c(c1)cc(c(c2)c1ccoc1)c1cccs1,1187.76
c1ccc(cc1)c1ccc2c(c1)cc(cc2c1cccs1)c1ccco1,1192.51
c1ccc(cc1)c1ccc2c(c1)ccc(c2)c1cocc1c1cccs1,1185.83
c1ccc(cc1)c1ccc2c(c1)ccc(c2c1ccsc1)c1ccco1,1188.09
c1ccc(cc1)c1ccc2c(c1)cccc2c1ccc(s1)c1cocc1,1193.1
c1ccc(cc1)c1ccc2c(c1)cccc2c1ccsc1c1cocc1,1185.56
c1ccc(cc1)c1ccc2c(c1c1occ(c1)c1cscc1)cccc2,1170.21
c1ccc(cc1)c1ccc2c(c1c1sccc1c1cocc1)cccc2,1171.28
c1ccc(cc1)c1cccc2c1c(c1ccoc1)c(cc2)c1cccs1,1179.02
c1ccc(cc1)c1cccc2c1c(ccc2c1ccco1)c1ccsc1,1180.36
c1ccc(cc1)c1cccc2c1c(ccc2c1ccoc1)c1ccsc1,1181.37
c1ccc(cc1)c1cccc2c1c(ccc2c1ccsc1)c1ccco1,1177.13
c1ccc(cc1)c1cccc2c1cc(cc2)c1sccc1c1ccco1,1177.08
c1ccc(cc1)c1cccc2c1cc(cc2c1cccs1)c1ccoc1,1184.78
c1ccc(cc1)c1cccc2c1ccc(c2)c1ccsc1c1ccco1,1174.75
c1ccc(cc1)c1cccc2c1ccc(c2)c1scc(c1)c1ccco1,1196.42
c1ccc(cc1)c1ccoc1c1ccc2c(c1)cccc2c1cscc1,1180.45
c1ccc(cc1)c1ccoc1c1cscc1c1cccc2c1cccc2,1165.18
c1ccc(cc1)c1ccsc1c1ccc(o1)c1cccc2c1cccc2,1173.73
c1ccc(cc1)c1ccsc1c1ccc2c(c1c1ccco1)cccc2,1172.38
c1ccc(cc1)c1ccsc1c1cccc2c1cc(cc2)c1ccco1,1175.28
c1ccc(cc1)c1coc(c1)c1ccsc1c1cccc2c1cccc2,1178.83
c1ccc(cc1)c1cocc1c1ccc2c(c1)ccc(c2)c1cccs1,1198
c1ccc(cc1)c1cocc1c1ccc2c(c1)cccc2c1cccs1,1186.89
c1ccc(cc1)c1cocc1c1scc(c1)c1cccc2c1cccc2,1178.84
c1ccc(cc1)c1csc(c1)c1cccc2c1c(ccc2)c1ccoc1,1193.35
c1ccc(cc1)c1csc(c1)c1cocc1c1ccc2c(c1)cccc2,1185.88
c1ccc(cc1)c1cscc1c1cc2ccccc2c(c1)c1ccoc1,1178.6
c1ccc(cc1)c1cscc1c1ccc2c(c1)ccc(c2)c1cocc1,1185.21
c1ccc(cc1)c1oc(c(c1)c1cccc2c1cccc2)c1ccsc1,1180.14
c1ccc(cc1)c1occ(c1)c1c(ccc2c1cccc2)c1cccs1,1185.73
c1ccc(cc1)c1occ(c1)c1cc2ccccc2cc1c1cccs1,1186.78
c1ccc(cc1)c1occc1c1cccc2c1c(ccc2)c1cccs1,1185.64
c1ccc(cc1)c1occc1c1ccsc1c1cccc2c1cccc2,1176.98
c1ccc(cc1)c1sc(cc1c1ccc2c(c1)cccc2)c1ccco1,1160.4
c1ccc(cc1)c1scc(c1)c1ccc2c(c1)cc(cc2)c1cocc1,1217.7
c1ccc(cc1)c1scc(c1)c1ccoc1c1ccc2c(c1)cccc2,1187.48
c1ccc(cc1)c1scc(c1c1ccc2c(c1)cccc2)c1ccco1,1166.86
c1ccc(cc1)c1sccc1c1c(ccc2c1cccc2)c1ccoc1,1180.12
c1ccc(cc1)c1sccc1c1ccc2c(c1c1ccoc1)cccc2,1176.16
c1ccc(cn1)C1SCCSC1(c1ccccn1)c1cnccn1,1228.54
c1ccc(cn1)C1SCCSC1c1cncc(n1)c1cccnc1,1268.48
c1ccc(nc1)C1CSC(CS1)(c1cccnc1)c1cnccn1,1265.4
c1ccc(nc1)C1SCC(SC1)c1ccc(cn1)c1nccnc1,1260.92
c1ccc(nc1)C1SCCSC1c1cncc(n1)c1ccccn1,1256.01
c1ccc(nc1)C1SCCSC1c1cnccc1c1nccnc1,1252.88
c1ccc(nc1)C1SCCSC1c1nccc(c1)c1nccnc1,1258.95
c1ccc(nc1)c1cncc(n1)C1CSCC(S1)c1cccnc1,1251.03
c1ccc(nc1)c1ncccc1C1SCCSC1c1nccnc1,1256.39
c1ccc(nc1)c1nccnc1C1SCCSC1c1cccnc1,1250.81
c1cnc(cn1)C1(CSCCS1)c1ccc(cn1)c1cccnc1,1263.97
c1cnc(cn1)C1CCC(C1)c1cncc(n1)c1cccc2c1cccc2,1153.94
c1cnc(cn1)C1CSC(CS1)(c1cccnc1)c1cccnc1,1273.16
c1cnc(cn1)C1CSC(CS1)(c1ccncc1)c1cccnc1,1277.4
c1cnc(cn1)C1CSC(CS1)(c1ccncc1)c1ccncc1,1274.07
c1cnc(cn1)C1CSC(CS1)c1ccc(nc1)c1cccnc1,1274.17
c1cnc(cn1)C1CSCC(S1)(c1ccccn1)c1cccnc1,1265.9
c1cnc(cn1)C1CSCC(S1)c1cncc(c1)c1cccnc1,1264.18
c1cnc(cn1)C1SCCSC1(c1ccncc1)c1cccnc1,1254.01
c1cnc(cn1)C1SCCSC1c1cncc(c1)c1cccnc1,1276.32
c1cnc(cn1)c1cc2c(cc1C1CCCC1)cccc2c1cnccn1,1126.44
c1cnc(cn1)c1ccc2c(c1)cc(cc2c1cnccn1)C1CCCC1,1142
c1coc(c1)C1CSCC(S1)(c1scnc1)c1nccs1,1403.66
c1coc(c1)C1SC(CSC1c1cncs1)c1cscn1,1404.34
c1coc(c1)C1SCC(SC1)c1nsnc1c1cccs1,1406.29
c1coc(c1)C1SCCSC1(c1ccsc1)c1cnsn1,1389.87
c1coc(c1)C1SCCSC1(c1cnsn1)c1cccs1,1395.34
c1coc(c1)Sc1cccc2c1cccc2c1ccc2c(c1)cccc2,1186.17
c1coc(c1)c1cc2ccccc2c(c1)c1ccccc1c1cccs1,1180.28
c1coc(c1)c1ccc(c2c1cccc2)c1ccccc1c1cccs1,1172.63
c1coc(c1)c1ccc(cc1)c1ccc2c(c1)cc(cc2)c1cccs1,1222.41
c1coc(c1)c1ccc(cc1)c1ccc2c(c1)cccc2c1cccs1,1208.22
c1coc(c1)c1ccc(cc1)c1cccc2c1cc(cc2)c1cccs1,1193.37
c1coc(c1)c1ccc(cc1)c1scc(c1)c1cccc2c1cccc2,1206.45
c1coc(c1)c1ccc2c(c1)c(ccc2)c1ccccc1c1cccs1,1174.71
c1coc(c1)c1cccc(c1)c1c(ccc2c1cccc2)c1cccs1,1175.07
c1coc(c1)c1cccc(c1)c1ccc2c(c1)c(ccc2)c1cccs1,1195.31
c1coc(c1)c1cccc(c1)c1ccc2c(c1)ccc(c2)c1cccs1,1219.73
c1coc(c1)c1scc(n1)C1CSC(CS1)c1cscn1,1380.18
c1csc(c1)C1CSC(CS1)(C1CCCC1)c1cccs1,1234.66
c1csc(c1)C1CSCC(S1)C1CCCC1c1cccs1,1233.3
c1csc(c1)C1SCC(SC1)c1ccc(o1)c1scnn1,1382.94
c1csc(c1)C1SCC(SC1)c1coc(c1)c1scnn1,1398.28
c1csc(c1)Oc1cccc2c1c(ccc2)c1cccc2c1cccc2,1180.34
c1csc(c1)c1c(ccc2c1cccc2)c1ccccc1c1ccoc1,1170.19
c1csc(c1)c1cc(ccc1c1ccc2c(c1)cccc2)c1cocc1,1188.8
c1csc(c1)c1cc(ccc1c1ccco1)c1ccc2c(c1)cccc2,1189.49
c1csc(c1)c1ccc(o1)C1CSC(CS1)c1nsnc1,1387.78
c1csc(c1)c1ccc2c(c1)c(ccc2)Oc1cccc2c1cccc2,1196.77
c1csc(n1)C1CSC(CS1)c1occc1c1nccs1,1394.25
c1csc(n1)C1SC(CSC1c1ccco1)c1cscn1,1398.49
c1ncc(nc1)C1CCC(C1)c1ccc2c(c1)c(ccc2)c1nccnc1,1148.42
c1ncc(nc1)C1CCC(C1)c1ccc2c(c1c1nccnc1)cccc2,1149.47
c1ncc(nc1)C1SCCSC1c1ccc(cc1)c1nccnc1,1277.33
c1ncc(nc1)c1ccc(c2c1cccc2)c1nccnc1C1CCCC1,1116.26
c1ncc(s1)C1CSC(CS1)c1coc(c1)c1cncs1,1405.82
c1ncc(s1)C1SC(CSC1c1cncs1)c1ccco1,1401.69
c1nnc(s1)Cc1ccc(c2c1cccc2)c1ccc2c(c1)cccc2,1196.18
c1nnc(s1)Cc1ccc(c2c1cccc2)c1cccc2c1cccc2,1185.18
c1nnc(s1)Cc1ccc2c(c1)cc(cc2)c1ccc2c(c1)cccc2,1209.62
c1nnc(s1)Cc1cccc2c1c(ccc2)c1ccc2c(c1)cccc2,1201.3
c1nnc(s1)c1ccc(c2c1cccc2)Cc1ccc2c(c1)cccc2,1188.59
