SMILES,Density_MD (kg/m3)
Sc1cnc(s1)c1occc1c1ccncc1,1331.59
Sc1cncc(c1)c1occc1c1cncs1,1344.22
Sc1cncc(c1c1cocc1)c1nccs1,1343.42
Sc1cncc(n1)c1ccc(s1)c1cocc1,1352.53
Sc1cncc(n1)c1cscc1c1ccco1,1335.07
Sc1cncc(n1)c1sccc1c1ccco1,1333.15
Sc1cnccc1c1ccc(o1)c1scnc1,1350.08
Sc1cnccc1c1ccoc1c1scnc1,1345.51
Sc1cnccc1c1cnc(s1)c1ccco1,1345.14
Sc1cnccc1c1cocc1c1ncsc1,1337.72
Sc1cnccc1c1scc(n1)c1ccco1,1342.15
Sc1coc(c1)c1cccc(c1)c1nncs1,1346.18
Sc1coc(c1)c1cncc(c1)c1cscn1,1355.68
Sc1coc(c1)c1ncccc1c1cncs1,1333.84
Sc1coc(c1)c1scc(n1)c1ccncc1,1338.18
Sc1coc(c1c1cnccn1)c1cccs1,1336.17
Sc1coc(c1c1cncs1)c1ccncc1,1356.07
Sc1coc(c1c1cscn1)c1ccncc1,1349.66
Sc1cocc1c1ccccc1c1scnn1,1324.37
Sc1cocc1c1ccnc(c1)c1cncs1,1353.99
Sc1cocc1c1cncc(n1)c1cccs1,1352.19
Sc1cocc1c1nccnc1c1cccs1,1340.19
Sc1cocc1c1scnc1c1ccncc1,1359.27
Sc1csc(c1)c1nccnc1c1cocc1,1337.35
Sc1csc(n1)c1ccc(nc1)c1ccco1,1358.7
Sc1csc(n1)c1cocc1c1ccncc1,1317.46
Sc1csc(n1)c1ncccc1c1cocc1,1336.56
Sc1nc(c(s1)c1ccco1)c1ccccn1,1331.3
Sc1nc(ccc1c1ccoc1)c1nccs1,1356.17
Sc1nc(cnc1c1ccoc1)c1cccs1,1354.71
Sc1nc(sc1c1cccnc1)c1ccco1,1341.34
Sc1ncc(s1)c1ccoc1c1ccncc1,1344.6
Sc1ncc(s1)c1occc1c1ccccn1,1332.53
Sc1nccc(c1)c1coc(c1)c1cscn1,1359.24
Sc1nccc(c1)c1occ(c1)c1cncs1,1358.4
Sc1nccc(c1)c1occc1c1cncs1,1343.74
Sc1nccc(c1)c1occc1c1nccs1,1330.41
Sc1nccc(c1)c1scc(n1)c1cocc1,1347.19
Sc1ncccc1c1coc(c1)c1nccs1,1344.54
Sc1nccnc1c1ccc(o1)c1cccs1,1335.15
Sc1nccnc1c1ccsc1c1cocc1,1341.6
Sc1nccnc1c1cscc1c1ccco1,1341.11
Sc1nccnc1c1cscc1c1cocc1,1342.97
Sc1ncsc1c1ccc(cn1)c1ccoc1,1360.93
Sc1ncsc1c1cncc(c1)c1cocc1,1355.84
Sc1ncsc1c1cnccc1c1ccco1,1337.38
Sc1nnc(s1)c1cc(O)c2c(c1)cccc2,1376.66
Sc1nnc(s1)c1cccc(c1)c1cocc1,1350.02
Sc1nnc(s1)c1cocc1c1ccccc1,1322.26
Sc1nsnc1c1ccc2c(c1)cccc2O,1383.91
Sc1nsnc1c1cocc1c1ccccc1,1355.23
Sc1oc(c(c1)c1cscc1)c1cnccn1,1337.72
Sc1oc(cc1c1nccs1)c1ccccn1,1349.33
Sc1occ(c1)c1ccc(cc1)c1nncs1,1365.76
Sc1occ(c1)c1cccc(n1)c1cncs1,1342.97
Sc1occ(c1)c1cccc(n1)c1cscn1,1343.95
Sc1occ(c1)c1cccnc1c1nccs1,1340.01
Sc1occ(c1)c1cnc(cn1)c1cscc1,1365.74
Sc1occ(c1)c1cncc(c1)c1cscn1,1361.38
Sc1occ(c1c1ccccn1)c1cncs1,1335.18
Sc1occ(c1c1ccncc1)c1nccs1,1330.25
Sc1occ(c1c1cnccn1)c1cccs1,1336.34
Sc1occc1c1cncc(c1)c1cscn1,1360.15
Sc1occc1c1ncc(s1)c1ccncc1,1363.98
Sc1scc(c1)C1CCC(C1)c1ccccc1,1147.54
Sc1scc(c1)c1cncc(n1)c1cocc1,1344.61
Sc1scc(n1)c1ccnc(c1)c1cocc1,1357.91
Sc1sccc1c1occ(c1)c1cnccn1,1361.44
Sc1scnc1c1ccc(o1)c1ccccn1,1344.06
Sc1scnc1c1ccoc1c1cccnc1,1353.86
Sc1scnc1c1ccoc1c1ccncc1,1357.09
Sc1scnc1c1ncccc1c1cocc1,1333.1
Sc1scnc1c1occc1c1ccncc1,1345.56
c1cc(Cc2cscn2)nc(c1)c1nncs1,1326.32
c1cc(Oc2cccs2)nc(c1)c1cscn1,1320.77
c1cc(Sc2ccco2)cc(c1)c1nncs1,1325.39
c1cc(Sc2nccs2)nc(c1)c1cocc1,1329.35
c1ccc(c(n1)Sc1ccco1)c1cncs1,1322
c1ccc(c(n1)Sc1ccco1)c1cscn1,1315
c1ccc(cc1)C1CCCC1Sc1ccsc1,1133.15
c1ccc(cc1)N1CNC(NC1)Cc1cscn1,1236.71
c1ccc(cc1)N1CNCN(C1)Cc1nccs1,1230.07
c1ccc(cc1)Sc1cocc1c1nsnc1,1341.36
c1ccc(cc1)c1csc(c1)Oc1nsnc1,1349.39
c1ccc(cc1)c1nsnc1Sc1ccoc1,1331.16
c1ccc(cc1)c1sccc1Oc1nncs1,1319.68
c1ccc(cc1)c1scnc1Oc1cscn1,1326.61
c1ccc(cn1)Cc1nnc(s1)c1nccs1,1318.56
c1ccc(cn1)Oc1ccsc1c1cscn1,1337.94
c1ccc(cn1)Oc1csc(n1)c1cccs1,1312.41
c1ccc(cn1)Oc1scc(c1)c1cncs1,1330.21
c1ccc(cn1)Sc1cnc(s1)c1ccco1,1322.19
c1ccc(cn1)Sc1occ(c1)c1cncs1,1319.99
c1ccc(cn1)Sc1occc1c1cncs1,1342.65
c1ccc(cn1)Sc1occc1c1cscn1,1340.11
c1ccc(cn1)c1cnc(s1)Sc1ccco1,1337.17
c1ccc(cn1)c1ncc(s1)Sc1cocc1,1336.41
c1ccc(cn1)c1occc1Sc1cncs1,1333.38
c1ccc(cn1)c1scc(c1)Oc1nccs1,1344.53
c1ccc(nc1)Cc1nsnc1c1nccs1,1347.57
c1ccc(nc1)Oc1cscc1c1cncs1,1340.46
c1ccc(nc1)Oc1scc(c1)c1cscn1,1327.27
c1ccc(nc1)Sc1ccoc1c1cncs1,1335.98
c1ccc(nc1)c1nsnc1Cc1nccs1,1333.76
c1ccc(nc1)c1scc(c1)Oc1cncs1,1339.69
c1ccc(nc1)c1sccc1Oc1cncs1,1328.47
c1cnc(c(c1)Cc1nsnc1)c1nccs1,1341.79
c1cnc(cn1)C(c1cscc1)c1nncs1,1331.5
c1cnc(cn1)Cc1scc(n1)c1cscn1,1335.44
c1cnc(cn1)Oc1ccsc1c1cscc1,1338.26
c1cnc(cn1)Oc1sccc1c1cccs1,1331.49
c1cnc(cn1)Sc1ccc(o1)c1cscc1,1310.11
c1cnc(cn1)Sc1ccc(s1)c1ccco1,1319.97
c1cnc(cn1)Sc1cocc1c1cccs1,1335.26
c1cnc(cn1)Sc1scc(c1)c1ccco1,1326.13
c1cnc(cn1)Sc1sccc1c1ccco1,1334.29
c1cnc(cn1)c1ccsc1Oc1cscc1,1333
c1cnc(cn1)c1ccsc1Sc1cocc1,1332.47
c1cnc(cn1)c1sccc1Cc1nsnc1,1348.38
c1coc(c1)Sc1ccc(cn1)c1cscn1,1328.06
c1coc(c1)c1ccc2c(c1)c(ccc2)c1ccco1,1196.73
c1coc(c1)c1occ(c1)c1ccc2c(c1)cccc2,1207.44
c1csc(n1)Cc1cncc(c1)c1scnn1,1341.05
c1csc(n1)Cc1nccnc1c1ncsc1,1337.57
c1csc(n1)Cc1nccnc1c1scnc1,1336.77
c1nc(Cc2nncs2)cc(c1)c1cscn1,1338.92
c1nc(Cc2nsnc2)cc(c1)c1cscn1,1353.67
c1nc(Sc2cncs2)cc(c1)c1ccco1,1330.4
c1nc(Sc2cocc2)cc(c1)c1cscn1,1335.6
c1nc(Sc2nccs2)cc(c1)c1ccco1,1331.03
c1nc(Sc2nccs2)cc(c1)c1cocc1,1328.83
c1ncc(nc1)C(c1scnn1)c1cccs1,1327.86
c1ncc(nc1)c1ccc(s1)Oc1ccsc1,1330.57
c1ncc(s1)Cc1cncc(n1)c1cncs1,1340.9
c1nnc(s1)Cc1ccc(cc1)c1nsnc1,1343.14
c1nnc(s1)Cc1ccccc1c1nncs1,1325.75
c1occ(c1)c1c(ccc2c1cccc2)c1cocc1,1193.49
c1occ(c1)c1ccc(cn1)Sc1cncs1,1327.3
c1occ(c1)c1ccc(cn1)Sc1cscn1,1331.28
c1scc(c1)Cc1cnc(cn1)c1nsnc1,1351.94
c1scc(n1)Oc1ccc(cc1)c1cncs1,1334.05
n1cc(Cc2cscn2)cc(c1)c1nncs1,1343.04
n1cc(Oc2cscc2)cc(c1)c1nccs1,1332
n1cc(Sc2ccco2)cc(c1)c1cncs1,1338.59
n1ccc(c(c1)Cc1cscn1)c1nncs1,1335.22
n1ccc(c(c1)Sc1cocc1)c1cncs1,1328.73
n1ccc(cc1)Cc1nnc(s1)c1cncs1,1331.4
n1ccc(cc1)Cc1nnc(s1)c1nccs1,1326.07
n1ccc(cc1)Sc1cocc1c1cncs1,1337.09
n1ccc(cc1)c1ccoc1Sc1nccs1,1328.81
n1ccc(cc1)c1ncsc1Cc1nncs1,1325.43
n1ccc(cc1)c1occ(c1)Sc1cncs1,1339.15
n1ccc(cc1)c1occc1Sc1cncs1,1336.26
n1csc(c1)Cc1cccc(n1)c1cnsn1,1338.76
n1csc(c1)Cc1ncccc1c1cnsn1,1349.69
n1csc(n1)Cc1ccc(cn1)c1nccs1,1333.74
n1csc(n1)Cc1cccc(n1)c1nccs1,1324.89
n1csc(n1)Cc1ccnc(c1)c1scnc1,1336.46
o1ccc(c1)c1ccc(o1)c1ccc2c(c1)cccc2,1199.19
o1ccc(c1)c1ccc2c(c1)c(ccc2)c1ccoc1,1205.04
s1cnc(c1)Oc1ccc(nc1)c1ccsc1,1331.06
s1cnc(c1)Oc1cccc(n1)c1ccsc1,1327.99
C1CC(C(C1)c1cscc1)Sc1ccncc1,1173.21
C1CCC(C1)Sc1cccc(n1)c1cscc1,1171.26
C1CCC(C1)Sc1ccsc1c1cccnc1,1173.88
C1CCC(C1)Sc1csc(c1)c1cccnc1,1179.93
C1CCC(C1)c1ccc(cn1)Sc1cccs1,1161.39
C1CCC(C1)c1cccc(n1)Sc1cscc1,1162.06
C1CCC(C1)c1cncc(c1)Sc1cccs1,1164.62
C1CCC(C1)c1cnccc1Sc1cscc1,1175.86
C1CCC(C1)c1scc(c1)Sc1cccnc1,1160.83
C1CCC(C1)c1sccc1Sc1ccncc1,1170.63
C1NCN(C(N1)Oc1ccccc1)c1cscc1,1255.36
C1NCN(C(N1)c1ccccc1)Cc1nsnc1,1265.27
C1NCN(C(N1)c1ccccc1)Oc1cccs1,1233.26
C1NCN(C(N1)c1cccnc1)Cc1cscn1,1259.94
C1NCN(C(N1)c1cscn1)Cc1ccncc1,1256.24
C1NCN(CN1)Cc1cnc(cn1)c1cccs1,1269.69
C1NCN(CN1)Cc1ncccc1c1cncs1,1268.36
C1NCN(CN1)SOc1ccc2c(c1)cccc2,1254.58
C1NCN(CN1)Sc1ccc(cc1)c1cocc1,1256.61
C1NCN(CN1)c1cnccc1Cc1nccs1,1266.51
C1NCN(CN1)c1nccc(c1)Cc1cncs1,1278.57
C1NCN(CN1)c1ncccc1Cc1nccs1,1265.35
CC1(NCN(CN1)c1ccccc1)c1nncs1,1266.89
CC1(NCN(CN1)c1ccccc1)c1nsnc1,1276.82
CC1(NCN(CN1)c1cccs1)c1cnccn1,1267.08
CC1(NCN(CN1)c1cncs1)c1ccccn1,1268.99
CC1(NCN(CN1)c1cscn1)c1ccccn1,1266.92
CC1(NCNC(N1)c1ccccc1)c1nsnc1,1269.28
CC1(NCNC(N1)c1cscn1)c1cccnc1,1269.94
CC1(NCNCN1)c1cccc(c1)c1nsnc1,1293.52
CC1(NCNCN1)c1cccc(n1)c1cscn1,1273.08
CC1(NCNCN1)c1ccncc1c1nccs1,1272.94
CC1(NCNCN1)c1ncsc1c1ccncc1,1263.27
CC1(NCNCN1c1ccncc1)c1nccs1,1260.81
CC1NCN(C(N1)c1ccccc1)c1nncs1,1250.18
CC1NCN(C(N1)c1cccnc1)c1cncs1,1262.69
CC1NCN(CN1)c1ccc(cc1)c1cnsn1,1288.83
CC1NCN(CN1)c1cnccc1c1cscn1,1257.1
CC1NCN(CN1c1cnccn1)c1cccs1,1260.9
CC1NCN(CN1c1cscc1)c1cnccn1,1265.55
CC1NCN(CN1c1cscn1)c1cccnc1,1263.74
CC1NCN(CN1c1cscn1)c1ccncc1,1261.04
CC1NCN(CN1c1nncs1)c1ccccc1,1251.18
CC1NCNC(N1)(c1cccnc1)c1cncs1,1270.97
CC1NCNC(N1)(c1cccnc1)c1nccs1,1265.87
CC1NCNC(N1)c1cccc(c1)c1nsnc1,1276.8
CC1NCNC(N1)c1cccc(n1)c1cncs1,1264.22
CC1NCNC(N1c1ccccc1)c1cnsn1,1246.19
CC1NCNC(N1c1ccccn1)c1scnc1,1245.85
CC1NCNC(N1c1cncs1)c1cccnc1,1254.11
CC1NCNCN1c1ccc(s1)c1nccnc1,1270.28
CC1NCNCN1c1cccnc1c1cncs1,1263.44
CC1NCNCN1c1cccnc1c1nccs1,1257.42
CC1NCNCN1c1ncc(s1)c1cccnc1,1272.08
CC1NCNCN1c1ncc(s1)c1ccncc1,1269.8
CC1NCNCN1c1scnc1c1ccncc1,1256.77
CN1CN(CN(C1)c1cccs1)c1cnccn1,1262.16
CN1CN(CN(C1)c1cncs1)c1cccnc1,1270.06
CN1CN(CNC1c1cncs1)c1ccccn1,1272.67
CN1CN(CNC1c1cscc1)c1cnccn1,1276.07
CN1CNC(N(C1)c1cccnc1)c1cscn1,1268.21
CN1CNC(NC1)(c1ccncc1)c1nccs1,1273.25
CN1CNC(NC1)c1ccc(nc1)c1cscn1,1276.63
CN1CNC(NC1)c1cccnc1c1cscn1,1269.96
CN1CNC(NC1)c1csc(c1)c1cnccn1,1280.89
CN1CNC(NC1)c1nccnc1c1cccs1,1265.61
CN1CNCN(C1)c1cccnc1c1cscn1,1262.9
CN1CNCN(C1)c1scnc1c1ccncc1,1259.24
CN1CNCN(C1c1cccnc1)c1ncsc1,1267.28
CN1CNCN(C1c1cccs1)c1cnccn1,1263.89
CN1CNCN(C1c1nsnc1)c1ccccc1,1270.08
CN1CNCNC1c1ccccc1c1nncs1,1264.74
CN1CNCNC1c1cccnc1c1cscn1,1268.27
CN1CNCNC1c1ccncc1c1cncs1,1275.25
CN1CNCNC1c1cncc(c1)c1cscn1,1284.53
CN1CNCNC1c1ncccc1c1cscn1,1269.84
Cc1c(cncc1c1cscn1)C1NCNCN1,1274.56
Cc1cc(cc(n1)c1cscn1)C1NCNCN1,1265.36
Cc1cc(ccc1N1CNCNC1)c1nsnc1,1284.72
Cc1cc(cnc1c1cscn1)N1CNCNC1,1276.99
Cc1cc(ncc1N1CNCNC1)c1scnc1,1279.88
Cc1cc(sc1C1NCNCN1)c1cnccn1,1274
Cc1ccc(c(n1)c1nsnc1)c1nncs1,1371.75
Cc1ccc(c(n1)c1scnc1)N1CNCNC1,1256.6
Cc1ccc(cc1)N1CNCNC1c1nncs1,1257.27
Cc1ccc(cc1c1nncs1)N1CNCNC1,1268.87
Cc1ccc(cn1)c1csc(n1)C1NCNCN1,1281.42
Cc1ccc(nc1)C1(NCNCN1)c1cscn1,1261.2
Cc1ccc(nc1)N1CNC(NC1)c1cncs1,1271.48
Cc1ccc(nc1)c1nnc(s1)c1nsnc1,1387.5
Cc1ccc(nc1C1NCNCN1)c1nccs1,1270.25
Cc1ccc(s1)c1cncc(n1)N1CNCNC1,1264.2
Cc1ccc(s1)c1nccnc1N1CNCNC1,1252.83
Cc1cccc(n1)c1cnc(s1)N1CNCNC1,1264.92
Cc1ccccc1C1NCNC(N1)c1nsnc1,1274.23
Cc1ccccc1N1CNCNC1c1nncs1,1256.69
Cc1cccnc1N1CNC(NC1)c1cncs1,1267.73
Cc1cccnc1N1CNCN(C1)c1cscn1,1257.23
Cc1ccncc1C1NCNCN1c1cncs1,1273.21
Cc1ccsc1c1cncc(n1)C1NCNCN1,1273.98
Cc1cnc(c(n1)c1cscc1)C1NCNCN1,1264.41
Cc1cnc(s1)N1CNCN(C1)c1ccccn1,1256.65
Cc1cnc(s1)c1cccc(n1)C1NCNCN1,1264.27
Cc1cncc(c1)C1(NCNCN1)c1nccs1,1270.85
Cc1cncc(c1)C1NCNCN1c1cscn1,1270.15
Cc1cncc(c1)N1CNCNC1c1cscn1,1271.56
Cc1cncc(c1)c1ncsc1N1CNCNC1,1251.4
Cc1cncc(c1)c1nsnc1c1nsnc1,1382.17
Cc1cncc(n1)c1ccsc1C1NCNCN1,1272.94
Cc1cncc(n1)c1nnc(s1)c1cncs1,1370.9
Cc1cncc(n1)c1scc(n1)c1nncs1,1363.62
Cc1csc(c1)C1NCNCN1c1cnccn1,1271.96
Cc1csc(n1)C1NCN(CN1)c1ccncc1,1268.57
Cc1csc(n1)C1NCNCN1c1cccnc1,1266.76
Cc1csc(n1)N1CNCNC1c1ccccn1,1253.42
Cc1csc(n1)c1ncccc1C1NCNCN1,1270.04
Cc1cscc1C1NCNC(N1)c1cnccn1,1257.41
Cc1nc(c(s1)c1cccnc1)C1NCNCN1,1262.57
Cc1nc(ccc1c1cnsn1)c1cnsn1,1405.11
Cc1nc(ccc1c1cscn1)N1CNCNC1,1274.59
Cc1nc(cnc1N1CNCNC1)c1cscc1,1270.88
Cc1nc(sc1c1cccnc1)N1CNCNC1,1263
Cc1ncc(c(c1)c1cnsn1)c1scnn1,1374.28
Cc1ncc(c(c1)c1nccs1)N1CNCNC1,1257.26
Cc1ncc(cc1c1cscn1)C1NCNCN1,1277.55
Cc1ncc(cc1c1nccs1)N1CNCNC1,1276.59
Cc1ncc(cc1c1nncs1)c1nsnc1,1395.33
Cc1ncc(nc1C1NCNCN1)c1cscc1,1264.4
Cc1ncc(nc1N1CNCNC1)c1cscc1,1267.35
Cc1ncc(s1)C1NCNC(N1)c1ccccn1,1254.92
Cc1ncc(s1)C1NCNCN1c1ccccn1,1264.38
Cc1ncc(s1)N1CNCN(C1)c1cccnc1,1267.88
Cc1nccc(c1)N1CNC(NC1)c1cncs1,1276.56
Cc1nccc(c1)c1ncc(s1)N1CNCNC1,1271.17
Cc1ncccc1C1(NCNCN1)c1nccs1,1272.14
Cc1ncccc1N1CNC(NC1)c1nccs1,1265.75
Cc1ncccc1c1scnc1N1CNCNC1,1260.04
Cc1nccnc1C1(NCNCN1)c1cccs1,1269.22
Cc1nccnc1C1NCN(CN1)c1cccs1,1267.17
Cc1nccnc1C1NCN(CN1)c1cscc1,1274.64
Cc1nccnc1c1csc(c1)C1NCNCN1,1277.34
Cc1nccnc1c1ncc(s1)c1nsnc1,1394.77
Cc1nccnc1c1scc(n1)c1nncs1,1368.06
Cc1ncsc1C1(NCNCN1)c1ccncc1,1277.15
Cc1ncsc1c1cccnc1N1CNCNC1,1257.9
Cc1nnc(s1)C1NCN(CN1)c1ccccc1,1255.25
Cc1nnc(s1)c1cnc(cn1)c1cncs1,1385.21
Cc1nnc(s1)c1ncccc1c1nsnc1,1368.51
Cc1nnc(s1)c1nccnc1c1cscn1,1360.47
Cc1nsnc1c1nccc(c1)c1cnsn1,1402.53
Cc1nsnc1c1nccnc1c1ncsc1,1378.35
Cc1sc(c(n1)c1cccnc1)C1NCNCN1,1263.47
Cc1sc(nc1N1CNCNC1)c1ccncc1,1272.84
Cc1sc(nc1c1ccccn1)N1CNCNC1,1252.81
Cc1scc(n1)C1NCNCN1c1ccccn1,1264.45
Cc1scc(n1)N1CNC(NC1)c1cccnc1,1261.86
Cc1sccc1C1NCNC(N1)c1cnccn1,1263.95
Cc1sccc1c1ncc(nc1)N1CNCNC1,1272.37
Cc1scnc1C1(NCNCN1)c1cccnc1,1266.9
Cc1scnc1C1NCNCN1c1ccccn1,1253.92
Cc1scnc1N1CNC(NC1)c1ccncc1,1270.6
Cc1scnc1N1CNCNC1c1cccnc1,1273.7
Cc1scnc1c1nccnc1c1cnsn1,1380.61
Cc1scnc1c1nnc(s1)c1cnccn1,1391.74
N1CNC(NC1)(Cc1ccccc1)c1nncs1,1255.84
N1CNC(NC1)(Cc1nccs1)c1ccccn1,1259.57
N1CNC(NC1)(Oc1cccs1)c1ccccc1,1246.98
N1CNC(NC1)(Oc1cscc1)c1ccccc1,1256.72
N1CNC(NC1)(Sc1ccccc1)c1cocc1,1251.88
N1CNC(NC1)C(c1cncs1)c1ccncc1,1275.15
N1CNC(NC1)C(c1nncs1)c1ccccc1,1259.88
N1CNC(NC1)Cc1cncc(c1)c1nccs1,1280.14
N1CNC(NC1)Oc1ccccc1c1cccs1,1264.71
N1CNC(NC1)c1ccc(cc1)Sc1ccco1,1268.75
N1CNC(NC1)c1ccc(cn1)Cc1scnc1,1279.17
N1CNC(NC1)c1ccc(nc1)Cc1ncsc1,1280.1
N1CNC(NC1)c1cccc(c1)Oc1cccs1,1263.34
N1CNC(NC1)c1cccc(n1)Cc1nccs1,1263.49
N1CNC(NC1)c1csc(c1)Cc1nccnc1,1277.4
N1CNC(NC1)c1ncc(nc1)Cc1cccs1,1276.15
N1CNCN(C1)Cc1csc(n1)c1ccncc1,1274.18
N1CNCN(C1)Cc1scc(n1)c1ccncc1,1268.7
OC1(NCNC(N1)c1cccs1)c1ccccc1,1265
OC1(NCNCN1)Sc1ccc2c(c1)cccc2,1280.31
OC1(NCNCN1)c1ccc(s1)c1ccccc1,1286.87
OC1(NCNCN1)c1cccc(c1)c1cscc1,1293.06
OC1N(CNCN1c1cscc1)c1ccccc1,1270.43
OC1NC(NCN1c1ccccc1)c1cccs1,1267.83
OC1NCN(C(N1)c1cccc2c1cccc2)S,1268.06
OC1NCN(CN1)c1cc(S)cc2c1cccc2,1292.85
OC1NCN(CN1)c1cccc2c1ccc(c2)S,1291.33
OC1NCN(CN1)c1scc(c1)c1ccccc1,1285.03
OC1NCN(CN1c1cccs1)c1ccccc1,1266.46
OC1NCNCN1Sc1ccc2c(c1)cccc2,1269.63
OC1NCNCN1c1ccc(c2c1cccc2)S,1296.92
OC1NCNCN1c1ccsc1c1ccccc1,1263.17
OC1NCNCN1c1scc(c1)c1ccccc1,1279.39
ON1C(NCNC1c1cscc1)c1ccccc1,1252.46
ON1CNC(NC1)c1cccc2c1cc(S)cc2,1263.67
ON1CNC(NC1S)c1cccc2c1cccc2,1268.87
ON1CNC(NC1c1ccccc1)c1cscc1,1259.06
ON1CNCN(C1)c1ccc2c(c1)c(S)ccc2,1289.72
ON1CNCNC1Sc1ccc2c(c1)cccc2,1270.47
ON1CNCNC1c1ccc2c(c1)c(S)ccc2,1296.05
ON1CNCNC1c1csc(c1)c1ccccc1,1277.63
OSc1cc2ccccc2cc1N1CNCNC1,1286.88
OSc1cccc2c1cccc2C1NCNCN1,1316.92
Oc1c(cccc1c1cccs1)C1NCNCN1,1294.63
Oc1c(cccc1c1nncs1)c1cncs1,1401.29
Oc1c(cncc1c1cccs1)c1nsnc1,1416.06
Oc1c(cncc1c1ncsc1)c1ncsc1,1410.24
Oc1c(csc1c1cscn1)c1cnccn1,1409.95
Oc1c(scc1c1ccccc1)C1NCNCN1,1280.26
Oc1cc(cc(c1)c1nsnc1)c1nccs1,1420.16
Oc1cc(cc(n1)c1cscc1)c1nncs1,1402.18
Oc1cc(cc(n1)c1nccs1)c1nccs1,1402.61
Oc1cc(cc(n1)c1nsnc1)c1cccs1,1415.61
Oc1cc(cc2c1c(S)ccc2)N1CNCNC1,1323.74
Oc1cc(cnc1c1ncsc1)c1ncsc1,1419.1
Oc1cc(nc(c1)c1nccs1)c1nccs1,1388.51
Oc1cc(nc(c1)c1nncs1)c1cccs1,1384.79
Oc1cc(nc(c1)c1nsnc1)c1cccs1,1405.66
Oc1cc(ncc1c1ncsc1)c1nccs1,1403.97
Oc1cc(sc1c1nncs1)c1cccnc1,1409.69
Oc1cc2c(S)cccc2cc1N1CNCNC1,1303.19
Oc1cc2cc(ccc2c(c1)S)C1NCNCN1,1318.54
Oc1cc2cccc(c2cc1S)C1NCNCN1,1281.67
Oc1cc2ccccc2cc1C1(S)NCNCN1,1307.87
Oc1ccc(c(c1)c1cccs1)N1CNCNC1,1268.44
Oc1ccc(c(c1)c1scnn1)c1ncsc1,1379.03
Oc1ccc(c(n1)c1cccs1)c1scnn1,1381.82
Oc1ccc(c2c1cc(cc2)N1CNCNC1)S,1315.79
Oc1ccc(cc1)C1(NCNCN1)c1cccs1,1281.66
Oc1ccc(cc1)C1NCNC(N1)c1cscc1,1275.93
Oc1ccc(cc1)N1CNC(NC1)c1cccs1,1282.62
Oc1ccc(cc1)c1ccc(s1)C1NCNCN1,1293.48
Oc1ccc(cc1)c1cnc(s1)c1scnn1,1404.5
Oc1ccc(cc1c1nncs1)c1cscn1,1408.24
Oc1ccc(cc1c1scnc1)c1cnsn1,1422.43
Oc1ccc(cc1c1scnn1)c1nccs1,1399.27
Oc1ccc(cc1c1scnn1)c1scnc1,1403.89
Oc1ccc(cn1)c1cnc(s1)c1cscn1,1415.02
Oc1ccc(nc1)c1scnc1c1nccs1,1375.5
Oc1ccc(s1)c1nnc(s1)c1cccnc1,1398.78
Oc1ccc(s1)c1nsnc1c1ccccn1,1391.46
Oc1ccc2c(c1)ccc(c2)C1(S)NCNCN1,1297.54
Oc1ccc2c(c1)ccc(c2C1NCNCN1)S,1292.02
Oc1ccc2c(c1)ccc(c2S)N1CNCNC1,1312.15
Oc1ccc2c(c1S)ccc(c2)N1CNCNC1,1315.05
Oc1cccc(c1c1cnsn1)c1ncsc1,1391.58
Oc1cccc(c1c1scnn1)c1nccs1,1377.74
Oc1cccc(n1)c1ncsc1c1cncs1,1388.94
Oc1cccc(n1)c1nnc(s1)c1cccs1,1383.82
Oc1cccnc1c1csc(n1)c1cscn1,1391.15
Oc1ccnc(c1)c1cnc(s1)c1nccs1,1401.62
Oc1ccnc(c1)c1nsnc1c1cccs1,1394.89
Oc1ccnc(c1)c1scc(n1)c1cncs1,1395.48
Oc1ccnc(c1c1cscc1)c1nsnc1,1395.02
Oc1ccncc1c1csc(n1)c1cscn1,1396.09
Oc1ccncc1c1scc(n1)c1cscn1,1401.38
Oc1ccncc1c1sccc1c1scnn1,1380.51
Oc1ccsc1C1NCN(CN1)c1ccccc1,1274.16
Oc1ccsc1c1cnc(s1)c1cnccn1,1409.26
Oc1ccsc1c1cncc(n1)c1nccs1,1393.3
Oc1ccsc1c1nccc(c1)c1nsnc1,1414.77
Oc1cnc(c(n1)c1cccs1)c1ncsc1,1379.62
Oc1cnc(cc1c1cccs1)c1nsnc1,1413.97
Oc1cnc(cc1c1scnc1)c1scnc1,1412.27
Oc1cnc(cn1)c1ccc(s1)c1cncs1,1414.21
Oc1cnc(cn1)c1ccc(s1)c1cscn1,1409.79
Oc1cnc(cn1)c1csc(c1)c1nccs1,1398.85
Oc1cnc(s1)c1ccncc1c1nccs1,1388.28
Oc1cnc(s1)c1nsnc1c1ccccc1,1378.68
Oc1cnc(s1)c1scc(c1)c1nccnc1,1403.76
Oc1cncc(c1)c1ncc(s1)c1cscn1,1414.98
Oc1cncc(c1)c1nsnc1c1cscc1,1399.68
Oc1cncc(c1)c1scnc1c1cscn1,1387.4
Oc1cncc(c1c1cccs1)c1scnn1,1379.2
Oc1cncc(c1c1nccs1)c1nccs1,1386.99
Oc1cncc(c1c1scnn1)c1cccs1,1384.65
Oc1cncc(n1)c1csc(c1)c1nccs1,1402.7
Oc1cncc(n1)c1scnc1c1cccs1,1388.48
Oc1cnccc1c1cscc1c1scnn1,1384.01
