Sl.No,Mol_Smiles,Mol_Code,Pol_DFT,Den_MD,pol_den_product/1000,RI_LL,Pol_geom,nBB,MW_pybel,RI_geom,Pol_tz
419555,C1NC(NC(N1)c1cocc1)c1ncc(s1)c1cocc1,F9-F14-F15-F15,192.0347,1343.3,257.96021251,1.5505,197.9903,4,302.35156,1.57131806635,222.4954
419642,C1NCN(C(N1)c1ccoc1c1cscn1)c1cocc1,F9-F15-F15-F14,191.4639,1342.39,257.019224721,1.5481,195.192,4,302.35156,1.56105163131,219.6265
419738,C1NCN(C(N1)c1occ(c1)c1cscn1)c1cocc1,F9-F15-F15-F14,188.6513,1344.66,253.671857058,1.5395,193.305,4,302.35156,1.5556225968700002,218.7788
419817,C1NCN(CN1)c1cc(oc1c1cscn1)c1cocc1,F15-F15-F14-F9,209.3197,1328.01,277.978654797,1.6032,214.0078,4,302.35156,1.61999270917,239.5842
419842,C1NCN(CN1)c1ccc(o1)c1occ(c1)c1nccs1,F15-F15-F14-F9,221.5127,1327.29,294.011591583,1.6469,226.0252,4,302.35156,1.6636903313999998,251.687
419868,C1NCN(CN1)c1ccoc1c1ncsc1c1ccco1,F14-F15-F15-F9,207.3642,1329.65,275.72180853,1.5971,221.8064,4,302.35156,1.64948317786,246.8339
420271,CC1(NCNCN1)C1SCC(SC1)c1scnc1,F6-F9-F1-F14,184.1169,1333.89,245.59169174099998,1.5188,188.3089,4,302.48242,1.53291359629,212.3493
420492,CC1SC(CSC1C1NCNCN1)c1cncs1,F1-F6-F14-F9,185.5051,1320.0,244.86673199999998,1.517,190.3648,4,302.48242,1.5331631370899999,214.8765
420617,CN1CNC(NC1)C1SCCSC1c1cscn1,F6-F9-F1-F14,180.6981,1320.8,238.66605048,1.5015,184.7366,4,302.48242,1.5147820835299999,209.5849
420736,Cc1c(cc2c(c1c1cccs1)cccc2)c1cnccn1,F7-F16-F12-F1,237.9063,1187.23,282.449496549,1.6151,245.3943,4,302.39286,1.6394338105200001,269.4897
420833,Cc1c(ccc2c1cccc2)c1ccc(cc1)c1nsnc1,F1-F16-F5-F13,248.4993,1215.59,302.073264087,1.6694,260.0135,4,302.39286,1.70962901776,285.4588
421134,Cc1cc(cc2c1cccc2)c1cnc(s1)c1ccncc1,F14-F16-F11-F1,261.7234,1225.89,320.844098826,1.7236,279.0183,4,302.39286,1.78789332617,305.9971
421161,Cc1cc(cc2c1cccc2)c1ncsc1c1ccncc1,F14-F16-F11-F1,237.8959,1182.65,281.347586135,1.6121,250.4474,4,302.39286,1.65290070792,276.0815
421292,Cc1cc2cc(ccc2c(c1)c1cnccn1)c1cscc1,F7-F16-F12-F1,246.3819,1198.63,295.320736797,1.6505,258.2806,4,302.39286,1.6908324799899999,284.2744
421344,Cc1cc2ccc(cc2c(c1)c1cnccn1)c1cscc1,F7-F16-F12-F1,240.8317,1197.19,288.321302923,1.6311,254.5403,4,302.39286,1.6769623351700003,279.8507
421358,Cc1cc2ccc(cc2cc1c1ccccc1)c1nsnc1,F1-F16-F5-F13,250.2317,1201.16,300.568308772,1.6652,260.0293,4,302.39286,1.69877763312,285.3291
421445,Cc1cc2ccccc2c(c1)c1cccc(c1)c1nsnc1,F1-F16-F5-F13,241.5062,1203.8,290.72516356,1.6377,245.3438,4,302.39286,1.6505402335600001,269.8749
421558,Cc1cc2ccccc2cc1c1cnc(s1)c1cccnc1,F14-F16-F11-F1,253.3406,1199.51,303.884583106,1.6746,273.3849,4,302.39286,1.74474212717,298.9436
421747,Cc1ccc(c2c1cccc2)c1ncccc1c1nccs1,F11-F16-F1-F14,230.2523,1188.14,273.571967722,1.5913,241.1654,4,302.39286,1.62624762523,264.3213
421786,Cc1ccc(c2c1cccc2c1scnc1)c1cccnc1,F11-F16-F1-F14,224.6583,1198.0,269.1406434,1.5796,236.7459,4,302.39286,1.61830343341,260.1412
421830,Cc1ccc(cn1)c1c(ccc2c1cccc2)c1cscn1,F11-F16-F1-F14,233.093,1170.94,272.93791742,1.5896,244.1306,4,302.39286,1.62440204871,268.5086
421937,Cc1ccc(nc1c1ccc2c(c1)cccc2)c1cncs1,F11-F16-F1-F14,245.5428,1191.66,292.603533048,1.6429,257.9105,4,302.39286,1.6844034918700002,280.1882
422114,Cc1ccc2c(c1)c(ccc2c1nsnc1)c1ccccc1,F1-F16-F5-F13,236.94099999999997,1195.27,283.20846907,1.6172,251.8141,4,302.39286,1.66634946276,276.779
422250,Cc1ccc2c(c1)ccc(c2)c1ccccc1c1nsnc1,F1-F16-F5-F13,239.9417,1180.6,283.27517102,1.6174,250.4692,4,302.39286,1.65154067136,274.899
422388,Cc1ccc2c(c1)cccc2c1nsnc1c1ccccc1,F13-F16-F5-F1,232.9579,1177.1,274.21474409,1.5930000000000002,240.7854,4,302.39286,1.61777924243,265.4108
423067,Cc1cccc2c1cccc2c1ncc(s1)c1ccccn1,F14-F16-F11-F1,249.5233,1203.31,300.253882123,1.6643,274.9767,4,302.39286,1.75364751741,300.0834
423187,Cc1ccnc(c1)c1cc2ccccc2cc1c1nccs1,F11-F16-F1-F14,238.8978,1185.88,283.304123064,1.6174,254.7183,4,302.39286,1.66939759601,278.4449
423265,Cc1ccncc1c1ccc2c(c1)ccc(c2)c1cscn1,F11-F16-F1-F14,251.1665,1204.61,302.557677565,1.6708,263.9805,4,302.39286,1.71525825338,289.3148
423425,Cc1cnc(s1)c1ccc2c(c1)c(ccc2)c1ccncc1,F14-F16-F11-F1,248.0039,1190.53,295.256083067,1.6503,254.4457,4,302.39286,1.67183096607,282.9751
423520,Cc1cncc(c1c1ccc2c(c1)cccc2)c1nccs1,F11-F16-F1-F14,226.479,1181.97,267.69138363,1.5758,238.9708,4,302.39286,1.6151433401800002,266.0296
423884,Cc1ncc(s1)c1cccc(n1)c1cccc2c1cccc2,F11-F16-F14-F1,246.4613,1182.67,291.482385671,1.6398,254.9865,4,302.39286,1.66798356722,279.1726
424107,Cc1ncsc1c1ccc2c(c1)c(ccc2)c1ccncc1,F14-F16-F11-F1,232.725,1185.19,275.82334275,1.5973,246.7689,4,302.39286,1.64255330347,270.5866
424161,Cc1nnc(s1)c1ccc(cc1)c1ccc2c(c1)cccc2,F5-F8-F16-F1,260.0993,1215.4,316.12468922,1.7098,276.5884,4,302.39286,1.76973593597,302.0825
424171,Cc1nnc(s1)c1cccc2c1cc(cc2)c1ccccc1,F8-F16-F5-F1,241.2201,1182.13,285.153516813,1.6225,259.5264,4,302.39286,1.6828374826899999,283.6883
424174,Cc1nnc(s1)c1ccccc1c1ccc2c(c1)cccc2,F5-F8-F16-F1,235.1266,1164.65,273.84019469,1.5919999999999999,245.6756,4,302.39286,1.62512197785,268.8217
424329,Cc1scc(n1)c1cncc(c1)c1ccc2c(c1)cccc2,F11-F16-F14-F1,248.6006,1206.48,299.931651888,1.6634,258.5929,4,302.39286,1.69776612382,282.2044
424426,Cc1scnc1c1cncc(c1)c1ccc2c(c1)cccc2,F11-F16-F14-F1,248.0511,1193.57,296.06635142700003,1.6526,257.082,4,302.39286,1.68298442492,282.7515
424456,N1CN(CN(C1)c1cncs1)c1ccc(o1)c1ccco1,F15-F15-F9-F14,202.0559,1331.02,268.940444018,1.5791,202.2786,4,302.35156,1.57992532614,225.9989
425109,OC1CSC(C(S1)c1ccsc1)c1scnn1,F3-F6-F7-F8,173.1939,1433.3,248.23881687,1.5255,176.5998,4,302.4592,1.5378955927200002,201.6085
425166,OC1CSCC(S1)(c1nccs1)c1nccs1,F3-F6-F14-F14,174.5645,1447.9,252.75193955,1.537,178.766,4,302.4592,1.55255725704,202.4487
425187,OC1CSCC(S1)c1cscc1c1nncs1,F3-F6-F7-F8,179.8262,1432.01,257.512916662,1.5492,184.2075,4,302.4592,1.5653952511200002,209.6671
425244,OC1SCC(SC1c1scnn1)c1cccs1,F3-F6-F7-F8,166.2602,1436.91,238.900943982,1.5021,170.7393,4,302.4592,1.51818525012,194.9996
425254,OC1SCCSC1(c1scnc1)c1scnc1,F3-F6-F14-F14,173.1292,1453.62,251.66406770400002,1.5342,176.1238,4,302.4592,1.54530649859,200.2484
425578,Oc1ccc(c2c1c(ccc2)c1ccc2c(c1)cccc2)S,F2-F16-F16-F3,247.1352,1212.94,299.760169488,1.6629,256.3905,4,302.38956,1.69488486062,281.3963
425597,Oc1ccc(c2c1cccc2)c1ccc(c2c1cccc2)S,F2-F16-F16-F3,241.792,1215.73,293.95378816,1.6467,246.6822,4,302.38956,1.6632971173,271.0718
425656,Oc1ccc(cc1)c1scc(c1)c1ccc2c(c1)cccc2,F7-F16-F5-F3,255.0422,1220.97,311.398874934,1.6961,265.9403,4,302.38956,1.73511066694,293.3764
425728,Oc1ccc2c(c1)c(ccc2)c1ccc2c(c1)cccc2S,F2-F16-F16-F3,246.5154,1209.08,298.056839832,1.6581,256.26099999999997,4,302.38956,1.69158203002,281.0016
425894,Oc1ccc2c(c1c1scc(c1)c1ccccc1)cccc2,F7-F16-F5-F3,240.9614,1203.17,289.91752763799997,1.6355,250.4862,4,302.38956,1.667463755,274.7873
425926,Oc1cccc(c1)c1ccsc1c1ccc2c(c1)cccc2,F7-F16-F5-F3,238.2368,1186.02,282.553609536,1.6154,253.9222,4,302.38956,1.66684099883,278.6505
426372,Oc1sccc1c1cc2ccccc2c(c1)c1ccccc1,F7-F16-F5-F3,239.4861,1200.26,287.445586386,1.6287,250.9639,4,302.38956,1.6670247482700002,276.4468
426384,Oc1sccc1c1cccc2c1c(ccc2)c1ccccc1,F7-F16-F5-F3,222.6393,1197.89,266.697391077,1.5732,234.3064,4,302.38956,1.61033131257,257.8914
426392,Oc1scnc1C1(CSCCS1)c1cncs1,F3-F14-F6-F14,173.8013,1447.18,251.521765334,1.5338,176.7342,4,302.4592,1.5446629712399997,200.8975
426958,Sc1cc2cccc(c2c(c1)c1ccccc1)c1ccco1,F15-F16-F5-F2,234.6799,1187.72,278.734010828,1.6051,246.5347,4,302.38956,1.64352053434,271.0461
427015,Sc1cc2ccccc2cc1c1ccccc1c1ccco1,F5-F15-F16-F2,239.0907,1176.49,281.287817643,1.6119999999999999,248.024,4,302.38956,1.6407084378299999,273.4512
427050,Sc1ccc(c2c1cccc2)c1c(O)ccc2c1cccc2,F2-F16-F16-F3,241.0948,1204.26,290.340823848,1.6367,246.4025,4,302.38956,1.65442036472,270.7558
427582,Sc1coc(c1)c1ccc2c(c1)cccc2c1ccccc1,F15-F16-F5-F2,255.1539,1195.14,304.944632046,1.6776,263.7019,4,302.38956,1.70698761491,289.9963
427623,Sc1cocc1c1cccc(c1)c1cccc2c1cccc2,F5-F15-F16-F2,230.3251,1190.68,274.24349006799997,1.5931,242.6738,4,302.38956,1.63285416588,265.1936
427889,c1ccc(c(c1)c1cocc1)c1ccccc1c1cccs1,F5-F15-F5-F7,220.9706,1170.35,258.61294171,1.5521,231.4453,4,302.38956,1.58415228786,255.0381
428052,c1ccc(cc1)c1cc(c(o1)c1cscc1)c1ccccc1,F5-F15-F7-F5,247.1744,1177.97,291.16402796799997,1.639,258.8101,4,302.38956,1.6773627419600001,285.353
428470,c1ccc(cn1)Cc1ccc2c(c1)cc(cc2)c1cncs1,F1-F11-F16-F14,242.7985,1211.09,294.050835365,1.6469,248.8079,4,302.39286,1.6673169513100001,274.0949
429096,c1coc(c1)C1(CCCC1)c1nsnc1c1ccsc1,F10-F15-F13-F7,187.0791,1270.95,237.768182145,1.4994,196.2026,4,302.41446,1.5284389362000002,220.5457
429368,c1coc(c1)c1scc(c1)C1CCC(C1)c1nncs1,F7-F15-F10-F8,207.0492,1264.09,261.728823228,1.5601,211.6353,4,302.41446,1.5752778385,236.5383
429403,c1csc(c1)C1CCC(C1)c1ccc(o1)c1scnn1,F10-F15-F7-F8,203.27,1253.13,254.72373509999997,1.5421,210.0435,4,302.41446,1.5639988772799998,234.6785
429440,c1csc(c1)OC1SCC(SC1)c1scnn1,F3-F6-F7-F8,176.6253,1417.0,250.27805010000003,1.5307,179.4908,4,302.4592,1.5410066813799999,205.001
429479,c1csc(n1)C1CCC(C1)(c1ccco1)c1nccs1,F10-F15-F14-F14,189.9669,1274.35,242.084319015,1.5101,195.0366,4,302.41446,1.52636614263,219.0807
429550,c1csc(n1)c1ccc(cn1)Cc1ccc2c(c1)cccc2,F1-F11-F16-F14,242.183,1199.51,290.50093033,1.6371,252.357,4,302.39286,1.6712065568399999,273.5768
429585,c1nc(c(s1)c1nccs1)C1CCC(C1)c1cocc1,F10-F15-F14-F14,200.544,1279.51,256.59805344,1.5469,207.6566,4,302.41446,1.5704885018399999,231.9958
429684,c1ncc(s1)C1CCCC1(c1cncs1)c1cocc1,F10-F15-F14-F14,186.102,1278.93,238.01143086,1.5,189.5044,4,302.41446,1.51081998912,212.0708
429874,c1occ(c1)C1NCN(CN1)c1coc(c1)c1cscn1,F9-F15-F15-F14,193.4609,1346.64,260.522186376,1.5572,201.7116,4,302.35156,1.58625610176,227.4529
430096,c1scc(n1)c1ccc(o1)C1CCC(C1)c1cncs1,F10-F15-F14-F14,202.7817,1268.2,257.16775194,1.5484,206.3885,4,302.41446,1.56017822837,234.0591
430164,n1ccc(cc1)C1CCC(C1)c1nccnc1c1ccncc1,F11-F12-F10-F11,217.1492,1140.16,247.584831872,1.524,226.6519,4,302.37302,1.55167467312,249.5492
430375,n1csc(c1)c1oc(c(c1)C1CCCC1)c1scnc1,F10-F15-F14-F14,221.4478,1263.42,279.781579476,1.6079,230.2943,4,302.41446,1.63832494134,255.9513
430596,o1ccc(c1)c1ccc(cc1)c1cccc(c1)c1ccsc1,F5-F15-F5-F7,240.9958,1210.64,291.759155312,1.6406,253.6087,4,302.38956,1.68351846097,280.2563
430702,s1cnc(c1)c1cccc(n1)Cc1ccc2c(c1)cccc2,F1-F11-F16-F14,240.8897,1195.82,288.060721054,1.6304,242.7603,4,302.39286,1.6365607818999999,263.3137
430726,s1nc(c(n1)c1nncs1)c1occ(c1)c1cocc1,F15-F15-F13-F8,194.3937,1465.83,284.948117271,1.6221,196.6119,4,302.33164,1.63095499648,221.9708
430915,C1CC(C(C1)c1nccs1)c1ccc(s1)C1CCCC1,F7-F10-F10-F14,203.4494,1127.93,229.476681742,1.4769999999999999,211.0341,4,303.48534,1.4979537892500001,234.7126
431011,C1CCC(C1)(c1cncs1)c1nsnc1c1ccco1,F13-F15-F10-F14,190.0679,1295.49,246.23106377099998,1.5185,192.9656,4,303.40252000000004,1.5279505978299999,215.7393
431019,C1CCC(C1)(c1cocc1)c1ncsc1c1nncs1,F10-F15-F14-F8,183.2955,1292.07,236.830616685,1.4952,193.6646,4,303.40252000000004,1.52856468502,213.3287
431090,C1CCC(C1)(c1scc(n1)c1ccco1)c1nncs1,F14-F15-F10-F8,196.1915,1286.32,252.36505028,1.534,199.2098,4,303.40252000000004,1.54385449419,223.2823
431184,C1CCC(C1)C1CCC(C1)c1cscc1c1nccs1,F10-F10-F7-F14,209.1641,1147.59,240.03462951900002,1.5029,216.5562,4,303.48534,1.5240812265500001,243.1389
431290,C1CCC(C1)N1CN(CN(C1)c1cccs1)c1ccco1,F9-F15-F10-F7,204.5777,1187.96,243.030124492,1.5105,208.8868,4,303.42244,1.52328350305,233.177
431338,C1CCC(C1)N1CNC(NC1c1cocc1)c1cccs1,F9-F15-F10-F7,189.176,1189.3,224.9870168,1.4663,195.5013,4,303.42244,1.48451467714,218.3855
431714,C1CCC(C1)c1ncc(s1)C1CCC(C1)c1cscc1,F10-F14-F10-F7,210.2524,1144.98,240.73479295200002,1.5046,217.6527,4,303.48534,1.52581922493,242.7578
431785,C1CCC(C1)c1nnc(s1)c1occc1c1cscn1,F8-F15-F10-F14,206.1863,1292.93,266.584452859,1.5705,215.3883,4,303.40252000000004,1.60193702148,241.7416
431968,C1CCC(C1)c1sccc1N1CNC(NC1)c1ccco1,F7-F9-F15-F10,198.16299999999998,1203.62,238.51295006,1.4993,203.2444,4,303.42244,1.5144588441799998,227.2777
432051,C1CSC(CS1)N1CNC(NC1)Sc1cocc1,F2-F9-F15-F6,177.7966,1342.06,238.613704996,1.4994,185.2508,4,303.46718,1.52437021542,210.3748
432263,C1NCN(C(N1)c1ccc(o1)c1cocc1)c1nsnc1,F15-F15-F9-F13,186.5572,1376.72,256.837028384,1.5455,190.9372,4,303.33962,1.5610179740099999,214.6976
432510,C1NCN(CN1)C1CCC(C1)c1cocc1c1cscc1,F10-F15-F7-F9,196.5852,1223.71,240.563275092,1.5043,204.0388,4,303.42244,1.52715044402,228.148
432540,C1NCN(CN1)C1CCCC1c1ccoc1c1cscc1,F10-F15-F7-F9,204.1103,1208.3,246.62647549,1.5195,209.5514,4,303.42244,1.5360514097,235.3716
432644,C1NCN(CN1)c1c(occ1c1cscc1)C1CCCC1,F10-F15-F7-F9,202.1402,1205.79,243.738631758,1.5122,210.7386,4,303.42244,1.53835317455,232.1284
433297,CC1NCNC(N1)c1cccc(c1)c1cccc2c1cccc2,F5-F9-F16-F1,237.4174,1126.19,267.37710170599996,1.5726,246.2065,4,303.40084,1.59872106366,267.5547
433367,CC1SCC(SC1c1nncs1)C1NCNCN1,F1-F6-F8-F9,175.2314,1353.08,237.102102712,1.4957,180.0135,4,303.47048,1.51172587872,203.4228
433519,CN1CNCNC1c1ccc2c(c1c1ccccc1)cccc2,F9-F16-F5-F1,232.7645,1128.44,262.66077238,1.5603,238.0328,4,303.40084,1.57581992443,261.0625
433625,Cc1c(ccc2c1cc(cc2)c1cccnc1)c1nsnc1,F11-F16-F1-F13,240.4013,1244.94,299.285194422,1.6588,252.7021,4,303.38092,1.7023645975200001,277.6767
434106,Cc1cc2ccc(cc2cc1c1nsnc1)c1ccncc1,F11-F16-F1-F13,245.143,1244.9,305.1785207,1.6754,256.8459,4,303.38092,1.7173497980899999,282.5276
434181,Cc1cc2ccccc2c(c1)c1cncc(n1)c1cncs1,F12-F14-F16-F1,239.437,1219.28,291.94074536,1.6385,245.179,4,303.38092,1.65786778929,272.6579
434378,Cc1ccc(c2c1cccc2)c1cccc(n1)c1nsnc1,F11-F16-F1-F13,239.5752,1222.65,292.91661828,1.6412,242.2007,4,303.38092,1.6500317391400001,269.9371
434538,Cc1ccc(nc1)c1ccc2c(c1c1nncs1)cccc2,F11-F16-F1-F8,230.1518,1203.13,276.902535134,1.5978,242.2337,4,303.38092,1.63708932377,265.5984
434613,Cc1ccc2c(c1)c(ccc2)c1ccc(cn1)c1nncs1,F11-F16-F1-F8,239.5257,1212.88,290.51593101599997,1.6346,259.9951,4,303.38092,1.7045186732700002,285.1259
434830,Cc1ccc2c(c1)ccc(c2)c1scc(n1)c1cnccn1,F14-F16-F12-F1,257.5825,1236.27,318.441517275,1.7135,267.5413,4,303.38092,1.75000397414,291.6103
434896,Cc1ccc2c(c1)cccc2c1nccnc1c1cncs1,F12-F14-F16-F1,226.5702,1206.03,273.250458306,1.5881,240.2877,4,303.38092,1.6325805682299999,264.0361
435445,Cc1cccc2c1cccc2c1cccnc1c1cnsn1,F11-F16-F1-F13,227.5143,1219.83,277.528768569,1.5994,230.3259,4,303.38092,1.60862452504,253.5958
435470,Cc1cccc2c1cccc2c1nccnc1c1nccs1,F12-F14-F16-F1,229.1347,1214.72,278.334502784,1.6016,242.0806,4,303.38092,1.6443102818700002,265.6985
435705,Cc1cnc(cn1)c1scc(n1)c1cccc2c1cccc2,F14-F16-F12-F1,242.5979,1213.22,294.324624238,1.645,251.9396,4,303.38092,1.67676207329,276.5321
435739,Cc1cncc(c1)c1ccc2c(c1)c(ccc2)c1nsnc1,F11-F16-F1-F13,236.5947,1228.13,290.569048911,1.6347,244.5272,4,303.38092,1.6616970387,270.7239
435782,Cc1cncc(n1)c1ccc(c2c1cccc2)c1nccs1,F14-F16-F12-F1,236.6592,1208.54,286.01210956799997,1.6223,257.5368,4,303.38092,1.69269450484,282.8061
435813,Cc1cncc(n1)c1csc(n1)c1cccc2c1cccc2,F14-F16-F12-F1,240.9631,1219.44,293.840042664,1.6437,250.6853,4,303.38092,1.67686842879,275.7905
435970,Cc1nccc(c1)c1ccc2c(c1)cccc2c1nncs1,F11-F16-F1-F8,238.0156,1228.72,292.454528032,1.6399,252.4471,4,303.38092,1.6896645570200002,276.4799
436444,N1CNC(NC1)(c1ccco1)c1nnc(s1)c1ccoc1,F8-F9-F15-F15,184.4471,1369.94,252.68146017400002,1.5349,189.2638,4,303.33962,1.55176343553,212.4023
437013,N1CNC(NC1)c1oc(cc1c1nncs1)c1ccco1,F15-F15-F8-F9,200.6357,1359.87,272.838469359,1.5871,206.6721,4,303.33962,1.6089657213,230.3844
437328,OC1CSCC(S1)(c1nccs1)c1scnn1,F3-F6-F14-F8,169.1228,1478.04,249.97026331200001,1.5278,173.3555,4,303.44726,1.54370385322,196.8127
437498,OC1SCCSC1C1(NCNCN1)c1cscc1,F6-F9-F7-F3,175.8044,1376.81,242.04925596400003,1.5079,180.3925,4,303.46718,1.5237373787000001,204.5748
437546,ON1CN(CNC1C1CSCCS1)c1cscc1,F6-F9-F7-F3,182.6871,1342.9,245.33050659,1.5161,185.2334,4,303.46718,1.52470310833,210.6279
437755,Oc1c(ccc2c1cccc2)c1nccc(c1)c1cccs1,F11-F16-F7-F3,253.3315,1243.79,315.091186385,1.7038,269.746,4,303.37762000000004,1.7643921045900002,294.0581
437801,Oc1c(csc1C1CSCCS1)N1CNCNC1,F3-F7-F6-F9,184.4716,1377.18,254.050598088,1.5381,190.7435,4,303.46718,1.56026901725,216.1633
437861,Oc1cc(c2ccncc2)c2c(c1c1cccs1)cccc2,F7-F16-F11-F3,228.6267,1220.29,278.990875743,1.6034,242.8856,4,303.37762000000004,1.65077398271,266.1615
438043,Oc1cc(sc1N1CNCNC1)C1CSCCS1,F3-F7-F6-F9,191.3897,1387.42,265.537897574,1.5677,195.1586,4,303.46718,1.5813353514700002,220.0157
438110,Oc1cc2cc(ccc2cc1c1cccs1)c1ccncc1,F7-F16-F11-F3,249.9113,1246.65,311.551922145,1.6936,271.9459,4,303.37762000000004,1.77512817993,297.7472
438401,Oc1ccc(c2c1cccc2)c1cccc(c1)c1nccs1,F5-F14-F16-F3,239.4401,1233.77,295.414012177,1.6481,248.3566,4,303.37762000000004,1.67891838284,268.5232
438424,Oc1ccc(c2c1cccc2)c1csc(n1)c1ccccc1,F14-F16-F5-F3,243.6568,1233.83,300.631069544,1.6626,252.2619,4,303.37762000000004,1.69271793474,277.69
438431,Oc1ccc(c2c1cccc2)c1ncccc1c1cccs1,F11-F16-F7-F3,226.0513,1216.65,275.025314145,1.5928,238.0546,4,303.37762000000004,1.6321375497400001,261.7485
438467,Oc1ccc(cc1)c1cc2ccccc2c(c1)c1cscn1,F14-F16-F5-F3,240.6669,1233.83,296.942041227,1.6523,252.3563,4,303.37762000000004,1.6930523599599998,277.321
438486,Oc1ccc(cc1)c1ccc2c(c1)cccc2c1nccs1,F14-F16-F5-F3,242.4942,1243.05,301.43241531,1.6649,260.4234,4,303.37762000000004,1.72904549143,285.2985
438615,Oc1ccc(s1)C1(CSCCS1)N1CNCNC1,F3-F7-F6-F9,180.0652,1360.84,245.039926768,1.5154,184.5973,4,303.46718,1.53090443655,208.3381
438684,Oc1ccc(s1)c1cncc(c1)c1cccc2c1cccc2,F11-F16-F7-F3,238.2952,1233.99,294.053893848,1.6443,246.9641,4,303.37762000000004,1.67420341915,274.0929
439036,Oc1ccc2c(c1c1ccccc1)cccc2c1cscn1,F14-F16-F5-F3,232.2838,1219.97,283.379267486,1.6152,239.4475,4,303.37762000000004,1.63896754602,266.5389
439044,Oc1ccc2c(c1c1ccccn1)cc(cc2)c1cscc1,F7-F16-F11-F3,237.3892,1226.34,291.119871528,1.6362,248.0137,4,303.37762000000004,1.67250137961,273.0995
439927,Oc1cnccc1c1ccc2c(c1)c(ccc2)c1cccs1,F7-F16-F11-F3,232.0877,1228.98,285.231141546,1.6202,247.0011,4,303.37762000000004,1.67083662617,269.4381
440046,Oc1csc(c1c1ccncc1)c1ccc2c(c1)cccc2,F7-F16-F11-F3,232.4458,1214.93,282.405375794,1.6125,246.3776,4,303.37762000000004,1.65896543188,270.9117
440119,Oc1cscc1c1ccc2c(c1)ccc(c2)c1cccnc1,F7-F16-F11-F3,248.6452,1250.37,310.89849872400004,1.6917,261.7296,4,303.37762000000004,1.73955285467,288.1992
440160,Oc1nc(cc(c1)c1cccc2c1cccc2)c1ccsc1,F11-F16-F7-F3,236.2608,1232.48,291.186710784,1.6364,242.7298,4,303.37762000000004,1.65848508662,267.8047
440215,Oc1ncc(s1)c1ccc(cc1)c1cccc2c1cccc2,F5-F14-F16-F3,237.7037,1235.36,293.649642832,1.6432,256.219,4,303.37762000000004,1.70795274734,280.6197
440393,Oc1sc(c(n1)c1nncs1)C1CSCCS1,F3-F14-F6-F8,176.8528,1474.89,260.838426192,1.5555,186.6009,4,303.44726,1.59313212019,211.2516
440425,Oc1scc(c1)C1NCNC(N1)C1SCCSC1,F6-F9-F7-F3,174.3182,1358.45,236.80255879,1.495,181.7421,4,303.46718,1.52002270058,206.4524
440531,Oc1scc(n1)c1cccc2c1cc(cc2)c1ccccc1,F14-F16-F5-F3,235.8412,1225.82,289.098859784,1.6307,247.9193,4,303.37762000000004,1.67181036516,273.6008
440558,Oc1sccc1c1cc(cc2c1cccc2)c1ccncc1,F7-F16-F11-F3,232.5905,1233.19,286.828278695,1.6245,244.0465,4,303.37762000000004,1.66351258894,269.0153
440619,Oc1scnc1C1CSCC(S1)c1nncs1,F3-F14-F6-F8,171.2162,1478.64,253.167121968,1.5359,175.6767,4,303.44726,1.5527675057499999,200.8562
440884,SC1CSC(CS1)C1(NCNCN1)c1ccco1,F6-F9-F15-F2,176.6385,1364.48,241.01970048,1.5054,180.7641,4,303.46718,1.51942436563,206.0328
441201,Sc1c(cc(c2c1cccc2)c1cocc1)c1ccncc1,F2-F16-F15-F11,229.9319,1234.9,283.94290331,1.6167,241.4346,4,303.37762000000004,1.65566105266,265.7172
441299,Sc1c(ccc2c1cccc2c1cocc1)c1ccncc1,F2-F16-F15-F11,230.0635,1239.32,285.12229682,1.6199,240.155,4,303.37762000000004,1.65421611487,265.9674
441460,Sc1cc(cnc1c1ccco1)c1ccc2c(c1)cccc2,F2-F11-F15-F16,260.7072,1244.98,324.57524985599997,1.7316,272.8044,4,303.37762000000004,1.77701582316,301.1188
441664,Sc1cc2ccccc2cc1c1occ(c1)c1ccccn1,F2-F16-F15-F11,251.4368,1236.51,310.904117568,1.6917,263.8335,4,303.37762000000004,1.7364976621000001,289.8911
441768,Sc1ccc(cn1)c1cc2ccccc2c(c1)c1ccco1,F15-F16-F11-F2,250.6826,1227.05,307.60008433,1.6823,262.1946,4,303.37762000000004,1.7231669013099997,287.726
441875,Sc1ccc(o1)c1cc2ccccc2c(c1)c1ccncc1,F15-F16-F2-F11,251.4406,1227.12,308.547789072,1.685,259.2968,4,303.37762000000004,1.71280268583,285.3134
441900,Sc1ccc(o1)c1ccc2c(c1c1ccncc1)cccc2,F15-F16-F2-F11,241.8792,1207.56,292.083646752,1.6389,252.1818,4,303.37762000000004,1.6735626657499998,277.6605
441953,Sc1ccc2c(c1)c(ccc2)c1ccc(cn1)c1ccco1,F11-F16-F15-F2,253.477,1233.18,312.58276686,1.6966,266.0722,4,303.37762000000004,1.7421076505000002,293.8984
442108,Sc1ccc2c(c1)ccc(c2c1ccco1)c1cccnc1,F2-F16-F15-F11,236.7786,1210.78,286.686793308,1.6241,248.0252,4,303.37762000000004,1.6616859147,274.4002
442343,Sc1cccc2c1c(ccc2c1cccnc1)c1ccco1,F2-F16-F15-F11,231.4602,1227.13,284.031755226,1.6169,242.90099999999998,4,303.37762000000004,1.65544788657,266.6358
