Sl.No,Mol_Smiles,Mol_Code,Pol_DFT,Den_MD,pol_den_product/1000,RI_LL,Pol_geom,nBB,MW_pybel,RI_geom,Pol_tz
872038,N1CNC(NC1)c1csc(c1c1cccs1)c1cncs1,F7-F7-F14-F9,212.2473,1381.57,293.234502261,1.569,221.2698,4,334.48276,1.5987668333399998,248.2421
872039,N1CNC(NC1)c1csc(c1c1cccs1)c1cscn1,F7-F7-F14-F9,214.6771,1374.92,295.163838332,1.5735,220.9868,4,334.48276,1.59427664425,249.2298
872226,N1CNC(NC1)c1scc(c1c1cscn1)c1cccs1,F7-F7-F14-F9,212.6653,1387.17,295.002924201,1.5732,219.2573,4,334.48276,1.5950188272799999,247.7859
872298,N1CNCN(C1)N1CNC(NC1)c1ncc(nc1)c1cnsn1,F12-F13-F9-F9,214.1564,1378.98,295.317392472,1.5741,216.1103,4,334.40332,1.5804821133899998,243.5435
872311,N1CNCN(C1)c1nnc(s1)C1NCN(CN1)c1nccnc1,F8-F9-F12-F9,208.1907,1392.31,289.865993517,1.5612,219.3733,4,334.40332,1.59830390051,245.6878
872369,c1cc(c(s1)c1nncs1)c1csc(n1)c1cscn1,F7-F14-F14-F8,220.2227,1464.1,322.42805507,1.6399,237.5632,4,334.46283999999997,1.70495508641,268.1997
872865,c1csc(c1)c1nnc(s1)c1scc(c1)c1scnn1,F7-F8-F8-F7,243.1917,1461.22,355.35657587400004,1.7249,256.4027,4,334.46283999999997,1.77764137718,286.0252
873000,c1csc(n1)c1ccc(s1)c1scnc1c1scnn1,F7-F14-F14-F8,228.4515,1456.23,332.677927845,1.6658,267.23400000000004,4,334.46283999999997,1.81874862188,296.1657
873086,c1csc(n1)c1scc(c1)c1nnc(s1)c1nccs1,F7-F8-F14-F14,241.3056,1457.75,351.7632384,1.7154,254.4828,4,334.46283999999997,1.7673966078799999,284.9187
873526,c1scc(n1)c1nnc(s1)c1scc(c1)c1cncs1,F7-F8-F14-F14,235.9196,1472.52,347.396329392,1.7039,248.65,4,334.46283999999997,1.7541084744599997,279.4758
873859,o1ccc(c1)C1SCC(SC1)c1cocc1c1ccsc1,F6-F15-F7-F15,208.4877,1334.09,278.141355693,1.5338,210.7173,4,334.47616,1.54066969894,238.1918
874031,s1ccc(c1)C1SCC(SC1)(c1ccco1)c1ccco1,F6-F15-F7-F15,211.7578,1320.5,279.62617489999997,1.5372,212.0246,4,334.47616,1.5380427997400001,243.3972
874067,s1ccc(c1)N1CN(CNC1c1scnc1)c1cccs1,F9-F14-F7-F7,211.6928,1372.92,290.637278976,1.5629,215.83900000000003,4,334.48276,1.5763107231600002,244.4971
874171,s1ccc(c1)c1nnc(s1)c1ncc(s1)c1ncsc1,F14-F14-F8-F7,247.6216,1496.02,370.44686603199995,1.7659,265.97700000000003,4,334.46283999999997,1.84426203227,298.7585
874595,s1ncc(n1)c1ccc(s1)c1ccc(s1)c1cnsn1,F7-F7-F13-F13,258.0193,1504.15,388.099730095,1.8157,276.3898,4,334.46283999999997,1.89794030492,309.1807
875043,C1CSC(CS1)c1cnc(s1)c1occc1c1cocc1,F15-F15-F14-F6,226.1706,1368.84,309.59136410400004,1.6059999999999999,237.1763,4,335.46422,1.64305845382,264.473
875096,C1CSC(CS1)c1cocc1c1cocc1c1nccs1,F15-F15-F14-F6,202.2096,1357.57,274.513686672,1.5236,209.7607,4,335.46422,1.54718300005,239.9732
875359,C1NC(NC(N1)c1nsnc1)c1ccsc1c1cccs1,F7-F7-F9-F13,209.2215,1408.11,294.606886365,1.5702,219.6778,4,335.47082,1.60535889363,248.2215
875543,C1NCN(C(N1)c1nsnc1)c1scc(c1)c1cscc1,F7-F7-F9-F13,211.4692,1415.08,299.24583553599996,1.5812,215.3111,4,335.47082,1.5941462697,244.0612
875664,C1NCN(CN1)N1CNCN(C1)c1cncc(n1)N1CNCNC1,F9-F9-F12-F9,215.8681,1301.01,280.846556781,1.5382,218.9694,4,335.4113,1.54755716867,245.7359
875824,C1NCN(CN1)c1cnc(s1)c1scnc1c1cscc1,F7-F14-F14-F9,234.2469,1406.9,329.56196361,1.6553,250.7964,4,335.47082,1.7154365185499998,278.3513
875939,C1NCN(CN1)c1cscc1c1scnc1c1cncs1,F7-F14-F9-F14,215.0148,1398.34,300.66379543200003,1.5845,219.5428,4,335.47082,1.59971383693,249.4775
875975,C1NCN(CN1)c1ncc(s1)c1csc(n1)c1cccs1,F7-F14-F14-F9,239.8646,1394.28,334.438414488,1.6677,247.801,4,335.47082,1.69617535518,277.0911
876042,C1NCN(CN1)c1nsnc1c1ccsc1c1cccs1,F7-F7-F13-F9,208.4103,1384.03,288.446107509,1.5557,222.9368,4,335.47082,1.60347216116,250.9388
876143,C1NCN(CN1)c1scc(c1c1nncs1)c1cccs1,F7-F7-F8-F9,217.9322,1386.81,302.230554282,1.5883,225.7011,4,335.47082,1.61429172525,252.9946
876172,C1NCN(CN1)c1scc(n1)c1sccc1c1cncs1,F7-F14-F9-F14,221.0082,1401.15,309.66563943,1.6062,227.3306,4,335.47082,1.6278305940399997,257.2298
876219,C1NCN(CN1)c1scnc1c1csc(c1)c1cncs1,F7-F14-F9-F14,225.0188,1405.36,316.232420768,1.6222,233.8303,4,335.47082,1.6529623571,262.6886
876434,N1CN(CN(C1)c1cccs1)c1ncsc1c1cscn1,F9-F14-F7-F14,215.8774,1396.88,301.554822512,1.5867,223.3507,4,335.47082,1.6118288355700001,252.2544
876664,N1CNC(NC1)(c1cscc1)c1ncsc1c1nccs1,F9-F14-F7-F14,201.6136,1396.71,281.59573125599997,1.5398,205.9933,4,335.47082,1.5540171725999998,237.2607
876685,N1CNC(NC1)(c1nccs1)c1ccc(s1)c1scnc1,F9-F14-F7-F14,217.197,1409.06,306.04360482,1.5974,223.4093,4,335.47082,1.6186728186300001,250.0645
876714,N1CNC(NC1)(c1ncsc1)c1ncsc1c1ccsc1,F7-F14-F9-F14,205.2464,1397.51,286.833896464,1.5519999999999998,208.6643,4,335.47082,1.56312494808,236.3332
876726,N1CNC(NC1)(c1nsnc1)c1cscc1c1cccs1,F7-F7-F9-F13,204.3999,1407.05,287.600879295,1.5538,206.9739,4,335.47082,1.56221583776,234.9019
876781,N1CNC(NC1)C1NCN(CN1)C1NCNCN1c1cnccn1,F9-F9-F9-F12,209.011,1310.41,273.89010451,1.5223,214.85299999999998,4,335.4113,1.5398485565,237.4017
876826,N1CNC(NC1)N1CNC(NC1)C1NCNCN1c1cnccn1,F9-F9-F9-F12,206.3212,1309.8,270.23950776,1.5141,212.8385,4,335.4113,1.5334824830200002,236.6013
876858,N1CNC(NC1)c1c(csc1c1cccs1)c1nsnc1,F7-F7-F13-F9,210.7639,1406.16,296.367765624,1.5743,220.8815,4,335.47082,1.60842562193,248.1772
876967,N1CNC(NC1)c1ccsc1c1scnc1c1nccs1,F7-F14-F9-F14,209.1625,1401.31,293.101502875,1.5666,217.0334,4,335.47082,1.5928226855599998,244.0649
877642,c1coc(c1)c1occ(c1)C1CSC(CS1)c1cncs1,F6-F15-F14-F15,223.7107,1349.02,301.790208514,1.5872,225.3493,4,335.46422,1.59252428781,254.4604
877913,c1csc(c1)c1nsnc1c1nnc(s1)c1nccs1,F8-F13-F7-F14,226.7203,1497.5,339.51364925,1.6807,238.5749,4,335.4509,1.7272363770299999,268.708
878100,c1csc(n1)N1CNCNC1c1cscc1c1scnc1,F9-F14-F7-F14,207.9491,1411.23,293.464008393,1.5675,211.7946,4,335.47082,1.58031049856,240.8095
878168,c1csc(n1)c1nsnc1c1cscc1c1scnn1,F7-F8-F13-F14,201.2278,1489.59,299.746918602,1.5824,206.5908,4,335.4509,1.60154455275,234.6731
878472,c1scc(c1)C1NC(NC(N1)c1cscn1)c1cscn1,F9-F14-F7-F14,200.7852,1400.09,281.117350668,1.5387,205.8206,4,335.47082,1.5550758935100002,235.4637
878877,n1csc(n1)C1NCNCN1c1cscc1c1cccs1,F7-F7-F9-F8,206.24,1397.96,288.3152704,1.5554,212.5179,4,335.47082,1.5760418528400002,238.4231
878946,n1csc(n1)c1scc(c1)c1csc(n1)c1scnn1,F7-F14-F8-F8,225.6275,1490.01,336.187231275,1.6722,233.3844,4,335.4509,1.7020776344600002,263.3744
878998,o1ccc(c1)C1CSCC(S1)c1scnc1c1ccco1,F14-F15-F6-F15,211.1107,1353.11,285.65599927700003,1.5492,217.1017,4,335.46422,1.56819482424,243.9814
879074,s1ccc(c1)C1NCN(CN1c1scnc1)c1ncsc1,F9-F14-F7-F14,207.1725,1405.75,291.232741875,1.5622,209.5068,4,335.47082,1.56995200761,240.8961
879207,s1cnc(c1)C1NCNC(N1)c1csc(c1)c1nccs1,F9-F14-F7-F14,217.5694,1406.02,305.906927788,1.5971,226.5947,4,335.47082,1.62800916162,255.0019
879507,s1ncc(n1)c1ccsc1c1nsnc1c1scnc1,F7-F13-F13-F14,208.8872,1517.99,317.088680728,1.6243,205.0395,4,335.4509,1.6100579217500002,233.123
879580,s1ncc(n1)c1nnc(s1)c1ccc(s1)c1nccs1,F8-F13-F7-F14,253.5483,1514.22,383.92790682599997,1.8005,271.796,4,335.4509,1.88147121523,300.7204
879633,s1ncc(n1)c1scc(c1)c1nsnc1c1scnc1,F7-F13-F13-F14,208.6191,1525.21,318.187937511,1.6269999999999998,215.7487,4,335.4509,1.65413468525,243.4977
880105,C1CSC(CS1)C1CCC(C1)c1sccc1c1ccco1,F7-F15-F10-F6,225.9222,1224.32,276.601067904,1.5264,233.166,4,336.5351,1.54671183526,260.6741
880168,C1CSC(CS1)OC1CSC(CS1)c1cscc1,F3-F6-F7-F6,200.4136,1347.74,270.105425264,1.5116,204.7941,4,336.57984,1.52496882815,233.2099
880810,C1NCN(C(N1)c1nccs1)c1scc(c1)c1nsnc1,F9-F14-F7-F13,204.8422,1447.93,296.597166646,1.5728,208.1373,4,336.45887999999997,1.58409977685,236.1387
881011,C1NCN(CN1)N1CNC(NC1)c1sccc1c1cscc1,F7-F7-F9-F9,210.4697,1322.97,278.445099009,1.5307,218.0101,4,336.4788,1.55365373107,245.0363
881103,C1NCN(CN1)c1ccc(s1)c1ccsc1N1CNCNC1,F7-F7-F9-F9,231.9484,1340.87,311.012651108,1.6072,242.34599999999998,4,336.4788,1.6413581315,272.5177
881179,C1NCN(CN1)c1cnc(s1)c1nnc(s1)c1cccs1,F7-F8-F14-F9,257.8662,1448.2,373.44183084,1.7681,274.2395,4,336.45887999999997,1.83513706363,296.3363
881478,C1NCN(CN1)c1sc(cc1c1cccs1)C1NCNCN1,F7-F7-F9-F9,221.4641,1343.21,297.472793761,1.5748,229.8867,4,336.4788,1.6018036095700001,257.728
881505,C1NCN(CN1)c1sc(nc1c1nncs1)c1cccs1,F7-F14-F9-F8,231.5519,1411.87,326.921181053,1.6463,241.9482,4,336.45887999999997,1.68346335734,266.4628
881718,C1SCC(SC1)C1CCCC1(c1ccoc1)c1cccs1,F10-F15-F7-F6,212.3262,1234.03,262.01690058599996,1.4937,217.8016,4,336.5351,1.5087225525999999,243.637
882082,Cc1c(cc2c(c1C1CCCC1)cccc2)c1ccc2c(c1)cccc2,F10-F16-F1-F16,295.9441,1049.16,310.492711956,1.6059,307.3785,4,336.46876000000003,1.63527091181,332.8959
882149,Cc1cc(C2CCCC2)c2c(c1)cccc2c1cccc2c1cccc2,F10-F16-F1-F16,282.7179,1038.65,293.644946835,1.5659,286.3677,4,336.46876000000003,1.5747685576800001,310.7564
882241,Cc1cc2ccc(cc2c(c1)c1ccc2c(c1)cccc2)C1CCCC1,F10-F16-F1-F16,293.4245,1046.18,306.97484341,1.5975,304.6903,4,336.46876000000003,1.62608398834,329.8814
882459,Cc1ccc2c(c1)cc(cc2)C1CSC(CS1)c1ccccc1,F6-F16-F1-F5,264.6571,1169.19,309.434434749,1.6033,268.0007,4,336.5135,1.6127514183200002,295.6787
882939,N1CNC(N(C1)c1cncs1)c1scc(n1)c1cncs1,F9-F14-F14-F14,205.7411,1428.7,293.94230957,1.5666,210.4224,4,336.45887999999997,1.5823479118500001,238.622
883571,N1CNC(NC1)c1cscc1c1ccsc1N1CNCNC1,F7-F7-F9-F9,210.3542,1339.84,281.84097132799997,1.5385,214.7308,4,336.4788,1.5519931284900002,244.6968
883617,N1CNC(NC1)c1ncc(s1)c1ccc(s1)c1scnn1,F7-F14-F9-F8,238.6859,1441.71,344.115848889,1.6899,251.7359,4,336.45887999999997,1.73951516881,279.4081
883632,N1CNC(NC1)c1ncc(s1)c1ncc(s1)c1nccs1,F14-F14-F14-F9,240.8281,1442.82,347.47159924199997,1.6986,254.3929,4,336.45887999999997,1.7506208250400002,281.9923
884343,Oc1cc2ccccc2c(c1)c1cc2ccccc2cc1c1cocc1,F3-F16-F16-F15,270.9904,1176.72,318.879823488,1.6266,280.0965,4,336.38264,1.65317864416,306.8152
884760,Oc1ccc2c(c1c1ccc3c(c1)cccc3)cccc2c1ccco1,F15-F16-F3-F16,282.2666,1178.15,332.55239479,1.6606,296.3139,4,336.38264,1.70309868657,322.7016
884839,Oc1cccc2c1c(ccc2)c1ccc2c(c1)cc(cc2)c1ccoc1,F3-F16-F16-F15,282.7688,1194.06,337.642913328,1.6735,295.262,4,336.38264,1.7121606987600002,320.7815
884976,Oc1cccc2c1cccc2c1c(ccc2c1cccc2)c1ccco1,F3-F16-F16-F15,274.7972,1177.14,323.474776008,1.6379,282.9457,4,336.38264,1.66191862034,307.9078
885082,Oc1cocc1c1cc(cc2c1cccc2)c1ccc2c(c1)cccc2,F15-F16-F3-F16,283.7118,1190.39,337.727689602,1.6737,297.4823,4,336.38264,1.7162686096000002,323.91
885131,Oc1occ(c1)c1ccc(c2c1cccc2)c1ccc2c(c1)cccc2,F15-F16-F3-F16,275.5732,1187.68,327.292778176,1.6474,293.9693,4,336.38264,1.7032011318399998,318.8536
885213,S1CC(SC(C1)c1ccco1)c1nnc(s1)c1ccco1,F8-F15-F6-F15,228.8225,1360.64,311.34504639999994,1.608,232.5388,4,336.45228,1.6203424159900002,260.7273
885381,SC1SCCSC1c1coc(c1)C1CSCCS1,F6-F15-F2-F6,198.9279,1369.31,272.393962749,1.5168,203.6036,4,336.57984,1.5313120233000002,231.9848
885395,Sc1ccoc1C1SCCSC1C1SCCSC1,F2-F15-F6-F6,200.5332,1364.22,273.571402104,1.5194,203.7585,4,336.57984,1.5294312670200003,230.926
885475,c1cc(cc(c1)c1cccc2c1cccc2)c1coc(c1)c1ccco1,F15-F15-F5-F16,280.5045,1168.31,327.716212395,1.6485,289.2604,4,336.38264,1.67430580321,313.7966
885522,c1ccc(c(c1)c1occ(c1)c1ccco1)c1cccc2c1cccc2,F15-F15-F5-F16,269.3154,1155.81,311.277432474,1.608,274.4258,4,336.38264,1.62241724189,300.3266
885707,c1ccc(cc1)c1ccc(c2c1cccc2)c1ccc(o1)c1cocc1,F15-F15-F16-F5,278.3958,1165.08,324.353378664,1.6401,299.5667,4,336.38264,1.7028818746899999,325.5231
885751,c1ccc(cc1)c1ccc(o1)c1cccc2c1cccc2c1ccoc1,F15-F16-F15-F5,287.4734,1182.97,340.072407998,1.6797,304.7285,4,336.38264,1.7331775274,326.3855
886178,c1ccc2c(c1)c(ccc2)c1cc2ccccc2c(c1)c1cscc1,F7-F16-F16,280.8866,1159.35,325.64587971,1.6431,292.9919,3,336.44884,1.67856747014,319.8659
886251,c1coc(c1)C1SC(CSC1c1ccco1)c1nsnc1,F6-F15-F13-F15,203.7278,1389.28,283.034957984,1.5413,206.192,4,336.45228,1.5491590320200002,233.1081
886262,c1coc(c1)C1SCC(SC1)C1(CCCC1)c1cccs1,F6-F10-F7-F15,217.8515,1230.76,268.12291214,1.5073,223.1015,4,336.5351,1.52182065244,249.4208
886369,c1coc(c1)c1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)cccc2,F15-F16-F3-F16,305.5998,1194.64,365.081745072,1.7455,308.6209,4,336.38264,1.75532557074,332.1915
886374,c1coc(c1)c1ccc2c(c1)cccc2c1ccccc1c1ccco1,F15-F16-F5-F15,283.4547,1165.05,330.238898235,1.6548,290.5052,4,336.38264,1.67560069615,317.2687
886559,c1csc(c1)N1CNCN(C1c1cnsn1)c1scnc1,F9-F14-F7-F13,203.9511,1438.84,293.453000724,1.5654,205.0343,4,336.45887999999997,1.5690825084399997,232.1649
886711,c1csc(n1)C1NCNCN1c1cscc1c1scnn1,F9-F14-F7-F8,202.5901,1430.4,289.78487904,1.5569,207.3864,4,336.45887999999997,1.57292604396,234.7524
887177,c1sc(c(n1)c1nsnc1)c1ncsc1c1nncs1,F14-F14-F8-F13,195.7011,1534.07,300.219186477,1.5814,205.2001,4,336.43896,1.6164428668900002,232.6201
887579,n1csc(n1)C1NCNC(N1)c1csc(c1)c1nccs1,F7-F14-F9-F8,214.5133,1423.21,305.297473693,1.5935,217.8082,4,336.45887999999997,1.60474358211,249.8978
887650,n1csc(n1)N1CNCN(C1)c1cscc1c1nccs1,F7-F14-F9-F8,206.7053,1426.45,294.854775185,1.5687,214.5618,4,336.45887999999997,1.5953007538600001,243.1449
887738,n1snc(c1)C1NC(NCN1c1cscn1)c1cccs1,F9-F14-F7-F13,202.2108,1441.52,291.49091241599996,1.5608,206.2433,4,336.45887999999997,1.5744778614700001,230.4582
888072,s1ccc(c1)N1CNCNC1N1CNCN(C1)c1cccs1,F9-F9-F7-F7,214.8668,1329.96,285.764249328,1.5475,218.8007,4,336.4788,1.55964497528,241.3533
888308,s1ncc(n1)N1CNC(NC1)(c1cccs1)c1scnc1,F9-F14-F7-F13,201.6793,1442.64,290.95062535200003,1.5596,205.0034,4,336.45887999999997,1.57080898299,232.5532
888777,C1CSC(CS1)(Cc1ccncc1)c1ccc2c(c1)cccc2,F1-F6-F11-F16,248.4155,1170.7,290.82002585,1.5572,253.1597,4,337.50156,1.57013259006,279.8395
889164,C1CSC(CS1)N1CNCN(C1)c1coc(c1)c1ccco1,F15-F15-F9-F6,225.7869,1290.87,291.461535603,1.5588,227.8578,4,337.46026,1.5649795715,256.7492
889214,C1CSC(CS1)c1cc(oc1C1CCCC1)c1nccs1,F10-F15-F14-F6,232.7733,1224.92,285.128670636,1.544,239.0893,4,337.52316,1.56189213567,266.4899
889219,C1CSC(CS1)c1ccc(c2c1cccc2)Cc1ccccn1,F1-F11-F16-F6,249.5777,1197.79,298.941673283,1.5762,254.979,4,337.50156,1.5914859034,280.5875
889221,C1CSC(CS1)c1ccc(c2c1cccc2)Cc1ccncc1,F1-F11-F16-F6,251.7044,1199.05,301.80616082,1.5829,254.7425,4,337.50156,1.5915757205399998,281.823
890253,C1NCN(CN1)N1CNCN(C1)c1cnc(s1)c1cccs1,F9-F9-F14-F7,237.8488,1340.44,318.822045472,1.6239,241.7391,4,337.46686,1.636728735,270.3929
890261,C1NCN(CN1)N1CNCN(C1)c1ncc(s1)c1cccs1,F9-F9-F14-F7,231.7489,1338.48,310.191267672,1.6030000000000002,234.0536,4,337.46686,1.6104390690200001,263.9514
890516,C1NCN(CN1)c1csc(c1)C1NCN(CN1)c1nccs1,F9-F14-F7-F9,210.7043,1372.83,289.261184169,1.5536,218.2165,4,337.46686,1.57772621586,246.6039
890855,C1NCN(CN1)c1sc(nc1c1cncs1)c1nncs1,F14-F14-F8-F9,219.4155,1453.42,318.90287601,1.6242,230.86900000000003,4,337.44694,1.66552283149,258.8367
890980,C1NCN(CN1)c1sccc1c1ncc(s1)C1NCNCN1,F7-F14-F9-F9,219.9521,1375.23,302.484726483,1.5846,225.055,4,337.46686,1.60134620919,257.1619
891145,CC1(CSCC(S1)c1ccncc1)c1cccc2c1cccc2,F1-F6-F11-F16,254.9964,1184.12,301.946337168,1.5833,259.63,4,337.50156,1.59631171643,286.319
891670,Cc1cc(C2CSCCS2)c2c(c1)ccc(c2)c1cccnc1,F11-F16-F1-F6,263.1156,1188.86,312.807612216,1.6092,271.4798,4,337.50156,1.63347821519,298.7176
891734,Cc1cc(cc2c1cccc2)c1nccc(c1)C1CSCCS1,F11-F16-F1-F6,268.1286,1196.66,320.85877047599996,1.6288,272.9168,4,337.50156,1.64296049549,300.3693
891791,Cc1cc2ccccc2c(c1)C1CSCC(S1)c1ccccn1,F6-F16-F1-F11,253.5799,1178.63,298.876877537,1.5759999999999998,258.7328,4,337.50156,1.5903879288499998,288.1468
891792,Cc1cc2ccccc2c(c1)C1CSCC(S1)c1cccnc1,F6-F16-F1-F11,252.6741,1180.83,298.365157503,1.5748,258.5405,4,337.50156,1.59120261917,285.4299
891892,Cc1ccc(cn1)C1SCCSC1c1cccc2c1cccc2,F6-F11-F1-F16,253.5829,1181.42,299.587909718,1.5777,258.6026,4,337.50156,1.5917408201700003,285.3252
891971,Cc1ccc2c(c1)c(ccc2c1cccnc1)C1SCCSC1,F11-F16-F1-F6,256.7715,1176.08,301.98382572,1.5833,266.3541,4,337.50156,1.6103071924799999,292.8879
892024,Cc1ccc2c(c1)ccc(c2)c1ccncc1C1CSCCS1,F11-F16-F1-F6,257.9886,1170.93,302.086591398,1.5836,268.4822,4,337.50156,1.61301812183,297.5266
892031,Cc1ccc2c(c1)ccc(c2C1CSCCS1)c1ccncc1,F11-F16-F1-F6,255.9863,1165.68,298.398110184,1.5749,258.5025,4,337.50156,1.58180171301,292.9857
892088,Cc1ccc2c(c1c1cccnc1)c(ccc2)C1SCCSC1,F11-F16-F1-F6,251.7114,1183.42,297.880304988,1.5737,255.0248,4,337.50156,1.58291417498,280.6394
892324,Cc1cnc(cc1C1CSCCS1)c1cccc2c1cccc2,F6-F11-F1-F16,253.66099999999997,1177.07,298.57675327,1.5753,262.2046,4,337.50156,1.5991848197799998,288.1122
892618,N1CNC(N(C1)c1nsnc1)c1csc(c1)c1nsnc1,F9-F13-F7-F13,205.27700000000002,1486.21,305.08473017,1.5908,209.6927,4,337.44694,1.60655113033,237.6047
892862,N1CNC(NC1)(c1scnc1)C1NCNC(N1)c1cccs1,F9-F9-F14-F7,201.72,1373.84,277.13100479999997,1.5259,206.774,4,337.46686,1.54168972282,233.0136
892990,N1CNC(NC1)C1CSCC(S1)c1occc1c1cocc1,F15-F15-F6-F9,209.9191,1316.65,276.389983015,1.5242,215.1779,4,337.46026,1.5399597618399998,240.3679
893117,N1CNC(NC1)C1NCNCN1c1ccc(s1)c1cncs1,F7-F14-F9-F9,221.6432,1364.1,302.34348912,1.5843,233.7086,4,337.46686,1.62387157795,260.0098
893585,N1CNC(NC1)c1csc(n1)c1sccc1C1NCNCN1,F7-F14-F9-F9,208.6398,1382.37,288.417400326,1.5517,221.15400000000002,4,337.46686,1.5922885469499999,248.6051
893603,N1CNC(NC1)c1cscc1N1CNCN(C1)c1cncs1,F9-F14-F7-F9,205.4584,1378.09,283.140166456,1.5395,212.4085,4,337.46686,1.56166302773,239.5695
893613,N1CNC(NC1)c1cscc1c1nsnc1c1nsnc1,F13-F13-F7-F9,196.8337,1486.09,292.512593233,1.5612,204.4825,4,337.44694,1.5879582530399998,231.6391
893853,N1CNC(NC1)c1scc(c1)C1NCNC(N1)c1nccs1,F9-F14-F7-F9,201.3488,1381.21,278.10497604799997,1.5281,210.9982,4,337.46686,1.55867386509,238.634
893891,N1CNC(NC1)c1scc(n1)C1NCNC(N1)c1cccs1,F9-F14-F9-F7,202.2018,1377.43,278.518825374,1.5290000000000001,209.8914,4,337.46686,1.5532903275499998,236.7723
893909,N1CNC(NC1)c1scc(n1)c1ncc(s1)c1nncs1,F14-F14-F8-F9,219.8524,1460.79,321.15818739599996,1.6297,230.7088,4,337.44694,1.6692346009,259.0977
894125,OC1SC(CSC1c1cscn1)C1CSCCS1,F3-F6-F14-F6,198.1633,1400.81,277.589132273,1.5267,201.7899,4,337.5679,1.53827792669,229.7628
894155,OC1SCCSC1c1scc(n1)C1CSCCS1,F3-F6-F14-F6,194.5806,1395.98,271.630625988,1.5133,198.8179,4,337.5679,1.52661411967,226.1628
894410,c1ccc(c(n1)c1ccc2c(c1)cccc2)c1occc1c1ccoc1,F15-F15-F11-F16,264.2675,1185.84,313.3789722,1.6109,274.0067,4,337.3707,1.63916000426,299.2067
894417,c1ccc(c(n1)c1coc(c1)c1ccco1)c1cccc2c1cccc2,F15-F15-F11-F16,268.0055,1180.86,316.47697473,1.6184,274.7684,4,337.3707,1.63800989733,303.1331
894505,c1ccc(cn1)c1cc(cc2c1c(ccc2)c1ccco1)c1ccoc1,F15-F16-F15-F11,258.4934,1201.06,310.46608300400004,1.6039,273.5643,4,337.3707,1.64819504933,297.8368
894707,c1ccc(cn1)c1ccc2c(c1)cc(cc2c1ccoc1)c1ccoc1,F15-F16-F15-F11,274.1309,1219.83,334.393095747,1.6628,284.8002,4,337.3707,1.69603854291,311.261
894873,c1ccc(cn1)c1ccoc1c1occ(c1)c1cccc2c1cccc2,F15-F15-F11-F16,270.9034,1190.47,322.50237059799997,1.6332,284.221,4,337.3707,1.6728263889500001,310.496
894880,c1ccc(cn1)c1coc(c1)c1cc2ccccc2c(c1)c1ccco1,F15-F16-F15-F11,288.8135,1219.83,352.303371705,1.7088,298.3551,4,337.3707,1.73959232018,326.0349
895102,c1ccc(nc1)c1c(ccc2c1cccc2)c1ccc(o1)c1ccoc1,F15-F15-F16-F11,265.2918,1183.04,313.850811072,1.6119999999999999,291.8117,4,337.3707,1.69040085904,316.4758
895103,c1ccc(nc1)c1c(ccc2c1cccc2)c1ccoc1c1ccco1,F15-F15-F16-F11,261.6606,1177.39,308.076573834,1.5981,266.848,4,337.3707,1.6128537986000002,300.2095
895173,c1ccc(nc1)c1cc(oc1c1ccco1)c1ccc2c(c1)cccc2,F15-F15-F11-F16,306.5442,1189.05,364.49638101,1.7411,318.0889,4,337.3707,1.7784864318400002,346.8694
895184,c1ccc(nc1)c1cc2cc(ccc2c(c1)c1ccoc1)c1ccoc1,F15-F16-F15-F11,277.9088,1218.0,338.4929184,1.6732,288.6871,4,337.3707,1.70699196182,317.3946
895240,c1ccc(nc1)c1ccc(c2c1cc(cc2)c1ccoc1)c1ccoc1,F15-F16-F15-F11,263.0858,1209.65,318.24173797,1.6227,280.1642,4,337.3707,1.6742095330200002,305.7884
895291,c1ccc(nc1)c1ccc(o1)c1ccoc1c1ccc2c(c1)cccc2,F15-F15-F11-F16,276.1744,1186.62,327.714066528,1.6461,293.8155,4,337.3707,1.69925115424,320.154
895345,c1ccc(nc1)c1ccc2c(c1)ccc(c2)c1ccc(o1)c1ccco1,F15-F15-F16-F11,334.5529,1215.29,406.578793841,1.8596,343.3685,4,337.3707,1.89168673822,373.6727
895526,c1ccc(nc1)c1coc(c1)c1ccc2c(c1)c(ccc2)c1ccoc1,F15-F16-F15-F11,282.0531,1208.91,340.97681312099996,1.6795,291.1434,4,337.3707,1.70789393192,317.4534
895576,c1ccc(nc1)c1cocc1c1ccc2c(c1)cc(cc2)c1cocc1,F15-F16-F15-F11,266.7782,1211.15,323.10841693,1.6347,276.2803,4,337.3707,1.6633599445700002,302.4765
895630,c1ccc(nc1)c1occ(c1)c1ccc2c(c1)ccc(c2)c1cocc1,F15-F16-F15-F11,297.7192,1236.33,368.079178536,1.7507,310.3192,4,337.3707,1.7936135738999999,337.5905
895721,c1ccc2c(c1)cccc2c1ncc(s1)c1cccc2c1cccc2,F14-F16-F16,279.625,1188.94,332.4573475,1.6578,310.8181,3,337.4369,1.7545051073299998,338.0768
895765,c1cnc(c(c1)c1cocc1c1cocc1)c1cccc2c1cccc2,F15-F15-F11-F16,247.9618,1184.9,293.80993682,1.5644,258.6035,4,337.3707,1.5941733542299998,283.6492
895903,c1coc(c1)c1ccc2c(c1)cc(cc2)c1ncccc1c1ccco1,F11-F16-F15-F15,283.3497,1191.41,337.585666077,1.6709,295.2818,4,337.3707,1.70746418572,322.1317
