num_query,num_training,num_test,mae,mae_std,rmse,rmse_std,r2,r2_std
0,100,50,42.286460384114584,7.60490415508078,55.063698587829144,10.609401967890673,0.48864986282493206,0.2027953961053186
1,150,50,42.17414189453125,4.981477160098005,54.35908930268684,6.561030630157922,0.5124910765492801,0.12050882114419227
2,200,50,34.254397102864594,2.4193611117952574,42.04646167706178,3.1571071804003856,0.7108936559016756,0.044060480543900195
3,250,50,33.34358258463542,6.578607107291597,40.83219894546908,8.060311916240266,0.7183145580539708,0.09972569319320915
4,300,50,29.9877478515625,1.177923318001621,37.52058661556635,2.378018342508875,0.7701537989903424,0.02959125588513228
